*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,Exchange Rate
 Home Investment Consortium Trust,,,,,,,,,,70475,W10120584,18/01/2023,18/01/2023,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Pakenham. Testing performed 10-01-2023. Purchase Order W10120584,1,575.00,,43000,GST on Income,57.50,Job,213-06-Home Co Pakenham,,,,,
 Mirage Marina Pty Ltd ATF Mirage Marina Trust,,,,,,,,,,70476,3208990,18/01/2023,18/01/2023,,,Provide wet slip resistance measurement and report for Marina Mirage. Testing performed 17-01-2023. Supplier#209976. Purchase Order 0003208990,1,415.00,,43000,GST on Income,41.50,Job,1435-26-Marina Mirage,,,,,
 Mirvac Real Estate Pty Ltd,,,,,,,,,,70477,839032,18/01/2023,18/01/2023,,,Provide annual wet and dry slip resistance measurement for 10 Bond Street. Testing performed 12-01-2023. Purchase Order 839032,1,530.00,,43000,GST on Income,53.00,,,,,,,
 Mirvac Real Estate Pty Ltd,,,,,,,,,,70478,839032,18/01/2023,18/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 20 Bond Street. Testing performed 12-01-2023. Purchase Order 839032,1,530.00,,43000,GST on Income,53.00,,,,,,,
 The Body Corporate for Ashmore Shopping Plaza,,,,,,,,,,70479,ASP 108,19/01/2023,19/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Ashmore Plaza. Testing performed 16-01-2023. Purchase Order ASP 108,1,725.00,,43000,GST on Income,72.50,,,,,,,
 Construction By Design (COMM) Pty Ltd,,,,,,,,,,70480,CBD005172,19/01/2023,19/01/2023,,,Provide special request wet slip resistance measurement and report for Ralph Lauren. Testing performed 12-01-2023. Purchase Order #CBD005172. Testing requested by Tom Baric.,1,375.00,,43001,GST on Income,37.50,Job,4008-Specials - SYD,,,,,
 Charter Hall FLK Funds Management,,,,,,,,,,70481,13123,19/01/2023,19/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Novotel Sydney International Airport. Testing performed 13-01-2023. Purchase Order 13123,1,645.00,,43000,GST on Income,64.50,Job,720-30-Novotel Sydney Airport,,,,,
 Centuria Property Services,,,,,,,,,,69702,A45021_2300011,12/10/2022,12/10/2022,,,Provide 6 monthly wet slip resistance measurement and report for 343 Morayfield Road. Testing performed 11-10-2022. Purchase Order Number A45021_2300011,1,435.00,,43000,GST on Income,43.50,,,,,,,
 The ISPT Retail Property Trust (Midtown Plaza),,,,,,,,,,70482,W10121552,19/01/2023,19/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for 206 Bourke Street. Testing performed 11-01-2023. Purchase Order W10121552,1,610.00,,43000,GST on Income,61.00,,,,,,,
 Gong Capital Pty Ltd,,,,,,,,,,70483,AU01632524,19/01/2023,19/01/2023,,,Provide annual wet slip resistance measurement and report for Chatswood Central. Testing performed 09-01-2023. Purchase Order AU01632524,1,425.00,,43000,GST on Income,42.50,,,,,,,
 Mercure Canberra,,,,,,,,,,70484,,19/01/2023,19/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Mercure Canberra. Testing performed 16-01-2023.,1,645.00,,43000,GST on Income,64.50,Job,720-04-Mercure Canberra,,,,,
 Cromwell Northbourne Planned Investment,,,,,,,,,,70485,NTH-2200343,19/01/2023,19/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 243 Northbourne Avenue. Testing performed 17-01-2023. Purchase Order NTH-2200343,1,565.00,,43000,GST on Income,56.50,,,,,,,
 Harbour Lights CTS 36769,,,,,,,,,,70486,PRO1481,19/01/2023,19/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Cairns Harbour Lights. Testing performed 4-01-2023. Purchase Order PRO1481,1,660.00,,43000,GST on Income,66.00,Job,1501-05-Cairns Harbour Lights,,,,,
 Mirvac Real Estates Pty Ltd,,,,,,,,,,70487,839202,19/01/2023,19/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Cooleman Court Shopping Centre. Testing performed 17-01-2023. Purchase Order 839202,1,580.00,,43000,GST on Income,58.00,,,,,,,
 HCV Commdev Pty Ltd,,,,,,,,,,70488,3696,20/01/2023,20/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Hunt Club Village Shopping Centre. Testing performed 10-01-2023. Purchase Order 3696. ,1,625.00,,43000,GST on Income,62.50,Job,203-02-Hunt Club Village SC,,,,,
 McKenzie Aged Care Group,,,,,,,,,,70489,,20/01/2023,20/01/2023,,,Provide special request wet slip resistance measurement and report for Glasshouse Views Aged Care Village. Testing performed on 19-01-202. Testing requested by Adrian Lassig.,1,375.00,,43001,GST on Income,37.50,Job,4004-Specials - SEQ,,,,,
 Richard Crookes Constructions Pty Limited,,,,,,,,,,70490,1227/727487,20/01/2023,20/01/2023,,,Provide special request wet slip resistance measurement and report for Kingscliff High School. Testing performed on 19-01-2023. Purchase Order Number 1227/727487. Testing requested by Lachlan Box.,1,825.00,,43001,GST on Income,82.50,Job,4009-Specials - RNSW,,,,,
 MT Floor Cover Pty Ltd,,,,,,,,,,70491,,20/01/2023,20/01/2023,,,Provide special request wet slip resistance measurement and report for Redland Hospital Multi-Storey Carpark.Testing performed on 19-01-2023. Testing requested by IanTurketo.,1,375.00,,43001,GST on Income,37.50,Job,4004-Specials - SEQ,,,,,
 Capalaba 1 Pty Ltd,,,,,,,,,,70492,,20/01/2023,20/01/2023,,,Provide annual wet slip resistance measurement and report for BP Capalaba South. Testing performed 19-01-2023. ,1,450.00,,43000,GST on Income,45.00,Job,1335-08-BP Capalaba,,,,,
 ServiceFM Pty Ltd,,,,,,,,,,70493,5932,20/01/2023,20/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Raintrees Shopping Centre. Testing performed 5-01-2023. Purchase Order 5932,1,695.00,,43000,GST on Income,69.50,Job,1084-01-Raintrees SC,,,,,
 The Hills Shire Council,,,,,,,,,,70494,200021_2300034,23/01/2023,23/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Castle Mall. Testing performed 11-01-2023. Purchase Order 200021_2300034,1,675.00,,43000,GST on Income,67.50,Job,530-01-Castle Mall,,,,,
 Clarence Property Diversified Fund,,,,,,,,,,70495,WO004895,23/01/2023,23/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 201 Leichhardt Street. Testing performed 18-01-2023. Purchase Order WO004895,1,600.00,,43000,GST on Income,60.00,Job,1049-03-201 Leichhardt Street,,,,,
 Region Group Re Ltd,,,,,,,,,,70496,W10239533,23/01/2023,23/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Bushland Beach Plaza. Testing performed 16-01-2023. Purchase Order W10239533,1,510.00,,43000,GST on Income,51.00,Job,1325-12-Bushland Beach Plaza,,,,,
 Jeen Poh,,,,,,,,,,70497,143464,23/01/2023,23/01/2023,,,Provide annual wet slip resistance measurement and report for Tanilba Bay Shopping Village. Testing performed 22-11-2022. Purchase Order 143464,1,450.00,,43000,GST on Income,45.00,Job,601-05-Tanilba Bay Shopping Village,,,,,
 Brisbane Entertainment Centre,,,,,,,,,,70498,PO0010888,23/01/2023,23/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Brisbane Entertainment Centre. Testing performed 18-01-2023. Purchase Order PO0010888,1,425.00,,43000,GST on Income,42.50,Job,1026-01-Brisbane Entertainment Centre,,,,,
 Region Group Re Ltd,,,,,,,,,,70499,W10239532,23/01/2023,23/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Burdekin Plaza. Testing performed 16-01-2023. Purchase Order W10239532,1,475.00,,43000,GST on Income,47.50,Job,1325-27-Burdekin Plaza,,,,,
 Doma Dickson Residential Pty Ltd,,,,,,,,,,70500,CWO0524628,23/01/2023,23/01/2023,,,Provide special request wet slip resistance measurement and report for 480 Northbourne Avenue. Testing performed 18-01-2023. Work Order #CWO0524628. Testing requested by Carrington Woe. ,1,"1,745.00",,43001,GST on Income,174.50,Job,4010-Specials - ACT,,,,,
 Doma Dickson Residential Pty Ltd,,,,,,,,,,70500,CWO0524628,23/01/2023,23/01/2023,,,10 Pictures taken 25+GST each,1,250.00,,43001,GST on Income,25.00,Job,4010-Specials - ACT,,,,,
 Castletown Shoppingworld Pty Ltd,,,,,,,,,,70501,SO5795251_243924,23/01/2023,23/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Castletown Shoppingworld. Testing performed 17-01-2023. Purchase Order SO5795251_243924,1,595.00,,43000,GST on Income,59.50,Job,1405-04-Castletown Shopping Centr,,,,,
 Global Shop Services Pty Ltd,,,,,,,,,,70502,D20105,23/01/2023,23/01/2023,,,Provide special request wet slip resistance measurement and report for BCF Garbutt. Testing performed 17-01-2023. Purchase Order Number: D20105. Testing requested by Jake Savage.\r\n,1,395.00,,43001,GST on Income,39.50,Job,4005-Specials -  RQLD,,,,,
 HomeCo Daily Needs REIT,,,,,,,,,,70503,W10120579,23/01/2023,23/01/2023,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co South Morang. Testing performed 16-01-2023. Purchase Order W10120579,1,575.00,,43000,GST on Income,57.50,,,,,,,
 Gibbons Constructions,,,,,,,,,,70504,,23/01/2023,23/01/2023,,,Provide special request wet slip resistance measurement and report for NorthShore Tavern. Testing performed 20-01-2023. Testing requested by Kirk Gibbons.,1,845.00,,43001,GST on Income,84.50,Job,4005-Specials -  RQLD,,,,,
 Home Consortium Lease Mitigation Pty Ltd,,,,,,,,,,70505,W10120554,23/01/2023,23/01/2023,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Northland. Testing performed 16-01-2023. Purchase Order W10120554,1,575.00,,43000,GST on Income,57.50,Job,213-09-Home Co Northland,,,,,
 HomeCo Daily Needs REIT,,,,,,,,,,70506,W9845802,23/01/2023,23/01/2023,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Braybrook. Testing performed 17-01-2023. Purchase Order W9845802,1,575.00,,43000,GST on Income,57.50,Job,213-04-Home Co Braybrook,,,,,
 Manor Commercial Company Pty Ltd,,,,,,,,,,70507,3699,23/01/2023,23/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Manor Lakes Central Shopping Centre. Testing performed 17-01-2023. Purchase Order 3699,1,625.00,,43000,GST on Income,62.50,Job,203-01-Manor Lakes Central SC,,,,,
 TC Commdev Pty Ltd,,,,,,,,,,70508,3700,23/01/2023,23/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Tarneit Central Shopping Centre. Testing performed 17-01-2023. Purchase Order 3700,1,625.00,,43000,GST on Income,62.50,Job,203-03-Tarneit Central SC,,,,,
 National Flooring Distributors,,,,,,,,,,70509,,23/01/2023,23/01/2023,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 20/01/2023. Testing requested by Bonnie Ly.\r\n - Aurora Plus, Grey, Carpet Tiles, 25x25cm\r\n - Grove Northern Blackbutt, Brown, Timberlook Vinyl Plank, 17x30cm\r\n - Hybrid Burra, Grey, Timberlook Vinyl Plank, 23x30cm\r\n - Peacock Evolve, Black, Carpet Tile, 25x25cm\r\n - Seasons Northern Blackbutt, Light Brown, Timberlook Vinyl Plank, 23x30cm\r\n - Siena XL Winter Oak, Grey, Timberlook Vinyl Plank, 18x30cm\r\n - Spellbound Charm, Brown, Timberlook Vinyl Plank, 23x30cm",1,840.00,,43002,GST on Income,84.00,Job,8005-Product Class- AU,,,,,
 Burnside Commercial Pty Ltd ATF Dolenter,,,,,,,,,,70510,3701,23/01/2023,23/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Burnside Hub Shopping Centre. Testing performed 17-01-2023. Purchase Order 3701,1,625.00,,43000,GST on Income,62.50,Job,203-04-Burnside Hub Shopping Centre,,,,,
 ISPT Retail Aust Property Trust (Tarneit West Vic),,,,,,,,,,70511,W10227985,23/01/2023,23/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Tarneit West Village. Testing performed 17-01-2023. Purchase Order W10227985,1,675.00,,43000,GST on Income,67.50,,,,,,,
 Access Group Solutions,,,,,,,,,,70512,128945,23/01/2023,23/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Dandenong Plaza. Testing performed 10/01/2023. Order #128945,1,795.00,,43000,GST on Income,79.50,Job,221-02-Dandenong PLaza,,,,,
 BIC Consolidated,,,,,,,,,,70513,5014,23/01/2023,23/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 150 Lonsdale Street. Testing performed 12/01/2023. Order #5014,1,635.00,,43000,GST on Income,63.50,Job,272-33-150 Lonsdale St,,,,,
 The Trust Company (Australia) Limited as,,,,,,,,,,70515,PO5928169_243924,23/01/2023,23/01/2023,,,Provide annual wet slip resistance measurement and report for 50 Marcus Clarke Street Carpark. Testing performed 17-01-2023. Purchase Order PO5928169_243924,1,450.00,,43000,GST on Income,45.00,,,,,,,
 CorVal Partners Limited ATF CorVal ,,,,,,,,,,70516,AU01634243,24/01/2023,24/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Corporate Centre One. Testing performed 19-01-2023. Purchase Order AU01634243,1,570.00,,43000,GST on Income,57.00,Job,1435-33-Corporate Centre One,,,,,
 CorVal Partners Limited ATF CorVal ,,,,,,,,,,70517,AU01634244,24/01/2023,24/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Wyndham Corporate Centre. Testing performed 19-01-2023. Purchase Order AU01634244,1,570.00,,43000,GST on Income,57.00,Job,1435-34-Wyndham Corporate Centre,,,,,
 Roof and Building Service (Aus) Pty Ltd,,,,,,,,,,70518,54809,24/01/2023,24/01/2023,,,"Provide special request wet slip resistance measurement and report for Suncorp Stadium. Testing performed on 23-01-2023. Purchase Order Number 54809. Testing requested by Marc Robertson,",1,375.00,,43001,GST on Income,37.50,Job,4004-Specials - SEQ,,,,,
 Central Fair No.7 Pty Ltd as trustee for the,,,,,,,,,,70519,,24/01/2023,24/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for City Arcade & Lane. Testing performed 18-01-2023. ,1,775.00,,43000,GST on Income,77.50,Job,1008-05-City Arcade & Lane,,,,,
 Capital Tiling,,,,,,,,,,70520,,24/01/2023,24/01/2023,,,Provide special request wet slip resistance measurement and report for Hyperdrome Shopping Centre. Testing performed on 23-01-2023.Testing requested by Darren Gray.,1,825.00,,43001,GST on Income,82.50,Job,4004-Specials - SEQ,,,,,
 Signature Floorcoverings Pty Ltd,,,,,,,,,,70521,,24/01/2023,24/01/2023,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 24/01/2023.\r\n - Signature Laminate 185cmx20cmx12mm, Light Brown, Timber Plank, 20x20cm",1,150.00,,43002,GST on Income,15.00,Job,8005-Product Class- AU,,,,,
 Secure Parking Pty Ltd,,,,,,,,,,70522,GCUH2051.6406099,24/01/2023,24/01/2023,,,Provide special request wet slip resistance measurement and report for Gold Coast University Carpark. Testing performed on 20-01-2023. Purchase Order Number: GCUH2051.6406099. Testing requested by Chris Deaves.,1,"1,875.00",,43001,GST on Income,187.50,Job,4004-Specials - SEQ,,,,,
 ISPT Retail Aust Property Trust (Showgrounds VIC),,,,,,,,,,70523,W10228627,24/01/2023,24/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Showgrounds Village.Testing performed 17-01-2023. Purchase Order W10228627,1,675.00,,43000,GST on Income,67.50,,,,,,,
 QIC Retail Pty Ltd ATF QIC Active Retail,,,,,,,,,,70524,PO5905256_243924,24/01/2023,24/01/2023,,,Provide annual wet slip resistance measurement and report for Domain Central. Testing performed 17-01-2023. Purchase Order PO5905256_243924,1,475.00,,43000,GST on Income,47.50,Job,1494-09-Domain Central,,,,,
 Yuan Fu Investments Pty Ltd,,,,,,,,,,70525,#000468,24/01/2023,24/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Vincent Marketplace. Testing performed 17-01-2023.  Purchase Order #000468,1,625.00,,43000,GST on Income,62.50,,,,,,,
 Assetlink (NSW),,,,,,,,,,70526,PO112636,24/01/2023,24/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Plumpton Marketplace. Testing performed 18/01/2023. Order #PO112636,1,625.00,,43000,GST on Income,62.50,,,,,,,
 Cairns Property Developments Pty Ltd,,,,,,,,,,70527,#002907-2,24/01/2023,24/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Hermit Park Shopping Centre. Testing performed 17-01-2023. Purchase Order #002907-2,1,560.00,,43000,GST on Income,56.00,Job,1325-04-Hermit Park S-C,,,,,
 Parkside Developments No 2 Pty Ltd,,,,,,,,,,70528,#002890-2,24/01/2023,24/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Parkside Plaza Townsville. Testing performed 17-01-2023. Purchase Order #002890-2,1,625.00,,43000,GST on Income,62.50,Job,1325-08-Parkside Plaza Townsville,,,,,
 Blue Care,,,,,,,,,,70529,2023088,24/01/2023,24/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Carlyle Gardens Retirement Resort. Testing performed 18-01-2023. Purchase Order 2023088,1,795.00,,43000,GST on Income,79.50,,,,,,,
 Compass A/P Processing,,,,,,,,,,70530,REQ0303361,24/01/2023,24/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Qantas Club Townsville. Testing performed 19/01/2023. Order #REQ0303361. Cost Centre #18016811,1,505.00,,43000,GST on Income,50.50,Job,1700-02-Qantas Club Townsville,,,,,
 BIC Consolidated,,,,,,,,,,70531,4997,24/01/2023,24/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Victoria Gardens Shopping Centre. Testing performed 18/01/2023. Order #4997,1,635.00,,43000,GST on Income,63.50,,,,,,,
 Townsville Airport Pty Ltd,,,,,,,,,,70532,TSV041067,24/01/2023,24/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Townsville Airport. Testing performed 19-01-2023. Purchase Order TSV041067,1,655.00,,43000,GST on Income,65.50,Job,1320-01-Townsville Airport,,,,,
 Region Group Re Ltd,,,,,,,,,,70533,W10239475,24/01/2023,24/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Annandale Central Shopping Centre. Testing performed 17-01-2023. Purchase Order W10239475,1,575.00,,43000,GST on Income,57.50,,,,,,,
