*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
"28-Heavy-Metal-7/8""","Heavy-Metal-7/8""",,,58000,,,174.00,41112,GST on Income,,
82-JB-Quick-Weld,JB-Quick-Weld,,,51120,,,,,BAS Excluded,,
56-RB30-Anodize,RB30-Anodize,,,58010,,,0.00,41113,GST on Income,,
BUL-ALT-CLEV,Clev Alt bkt fits Alternat,Clev Alt bkt fits Alternator 168 to 172,,58010,,Clev Alt bkt fits Alternator 168 to 172,315.00,41110,GST on Income,,
82-ARP-Nuts-5/16-24-SS-silver,ARP400-8331 Nuts 5/16-24 SS 12,,,51120,,,0.00,41110,GST on Income,,
82-ARP-Washers-5/16-SS-Silver,ARP-Washers-5/16-SS-Silver,,,51120,,,0.00,41110,GST on Income,,
18-SBC-Valve-2.1x5.510-11/32,CL 1663 Valve-2.1x5.510-11/32,,,51111,,,66.00,41112,GST on Income,,
18-SBC-Valve-+.6-1.6x11/32,CL 1622 Valve-+.6-1.6x11/32,,,51111,,,46.00,41112,GST on Income,,
48-Bore-8-Cylinders,Bore-8-Cylinders,,,,,,330.00,41112,GST on Income,,
48-Modify-Crank-Snout,Modify-Crank-Snout for 2 keys,,,,,,0.00,41112,GST on Income,,
48-Linish-Crank,Linish Crank,Linish Crank,,,,Linish Crank,75.00,41112,GST on Income,,
28-BBC-Main-Bearings,Supply Main Bearings,,,51111,,,0.00,41112,GST on Income,,
56-990-16-D-Alloy-Weld,990-16-D-Alloy-Weldon Female,,,51120,,,,,BAS Excluded,,
56-920-16-BLK,920-16-BLK O-Ring Port Adapter,,,51120,,,,,BAS Excluded,,
26-2J-Pistons & Rings-87mm-9:1,2J-Pistons & Rings-87mm-9:1,2J-Pistons & Rings-87mm-9:1,,51111,,2J-Pistons & Rings-87mm-9:1,0.00,41112,GST on Income,,
48-Measure&Check-Lifter-Bores,Measure&Check-Lifter-Bores,,,,,,0.00,41112,GST on Income,,
48-Fit-Main-Studs&Check-Tunnel,New Item,,,,,,143.00,41112,GST on Income,,
28-SBC-DLC-Bushed-Lifters-.842,CR11570D-16 Ultra Pro Lifters,,,51111,,,2145.00,41112,GST on Income,,
18-Crane-Dual-Valve-Spring,CR99887-16 Valve springs,,,51111,,,538.00,41112,GST on Income,,
18-Crane-7-deg-Retainers,CR99962-16 7 deg Retainers,,,51111,,,102.00,41112,GST on Income,,
18-Crane-7-deg-Locks,CR99094-1 7 deg locks,,,51111,,,60.00,41112,GST on Income,,
18-SBC-Spring-Locaters,CO4776-16 Comp ID Spring loc,,,51111,,,122.00,41112,GST on Income,,
18-SBF-EX-Valve-1.650,11263/1022652 Manley Ex Vlv,,,51111,,,67.21,41112,GST on Income,,
18-SBF-Intake-Valve-2.190,11264/1022652 Manley In Vlv,,,51111,,,67.21,41112,GST on Income,,
BME-RB-pist-87mm,BME RB32/26 Piston ,,,51111,,,370.50,41112,GST on Income,,
BME-pin-C300-866-2.5,"BME C300 Pin .866""x2.500""",,,51111,,,140.67,41112,GST on Income,,
BME-pin-9310-866-2.5,"BME 9310 Pin .866""x2.5""",,,51111,,,52.33,41112,GST on Income,,
Total-Seal-87mm-RB-bme,Total seal rings suit BME 87mm,,,51111,,,505.00,41110,GST on Income,,
010-Rent,Rent & Outgoings Rear tenancy,,,,,,1010.00,41610,GST on Income,,
28-SBC-Camshaft-Custom,COC 12-000-11,,,51111,,,1104.00,41112,GST on Income,,
18-SBC-Ultra-Pro-Roller-Rocker,CO1605-16 Ultra Pro Roller Roc,,,51111,,,935.00,41112,GST on Income,,
34-Disassemble-Cyl-Head,Disassemble cylinder head,Disassemble cylinder head,,,,Disassemble cylinder head,143.00,41112,GST on Income,,
34-Hot-Wash-Bead-Blast,Hot wash & bead blast cyl head,Hot wash & bead blast cylinder head,,,,Hot wash & bead blast cylinder head,143.00,41112,GST on Income,,
06-wet-bb-6-head,Wet Bead Blast 6 Cyl Head,,,,,,165.00,41112,GST on Income,,
44-Debur-Block,Debur block,Debur block,,,,Debur block,143.00,41112,GST on Income,,
44-Hot-Wash-Block,Hot wash block for assy,Hot wash block for assy,,,,Hot wash block for assy,143.00,41112,GST on Income,,
44-Blue-Print-Rods,Set bearing clearance SE/BE,Set bearing clearance SE/BE,,,,Set bearing clearance SE/BE,143.00,41112,GST on Income,,
44-Blue-Print-Main-Bearing,Set Main Bearing Clearance,Set Main Bearing Clearance,,,,Set Main Bearing Clearance,143.00,41112,GST on Income,,
44-Face-Block-&-T/C,Face Block & T/C,Face Block & T/C,,,,Face Block & T/C,143.00,41112,GST on Income,,
44-Ass-4Cyl-Short-Mtr,Ass 4Cyl Short Motor,Ass 4Cyl Short Motor,,,,Ass 4Cyl Short Motor,1200.00,41112,GST on Income,,
16-RB26-Camshaft-Keford-182,182-SF-E,182-SF-E,,51111,,182-SF-E,591.00,41112,GST on Income,,
16-2J-Camshaft-Kelford-T202C,T202-C 2JZ-GTE-Turbo-CS,T202-C 2JZ-GTE-Turbo-CS,,51111,,T202-C 2JZ-GTE-Turbo-CS,1268.00,41112,GST on Income,,
16-2J-Cam-Gears-Kelford,KCGJZ 2JZ Cam Gears,KCGJZ 2JZ Cam Gears,,51111,,KCGJZ 2JZ Cam Gears,569.00,41112,GST on Income,,
28-BBC-Main-Brg-Clevite,CLMS829H STD ,,,51111,,,222.00,41112,GST on Income,,
28-BBC-Conrod-Brg-Clevite,CLCB663HN STD ,CLCB663HN STD ,,51111,,CLCB663HN STD ,197.00,41112,GST on Income,,
18-In-Vlv-Ferrea,F6164 Int 2.080 11/32 5.160,,,51111,,,54.00,41112,GST on Income,,
18-Ex-Vlv-Ferrea,F6147 Ex 1.6 11/32 5.160,,,51111,,,54.00,41112,GST on Income,,
16-RB30-In-Vlv-Manley,11184 43.1mm,11184 43.1mm RB30-In-Vlv-Manley,,51111,,11184 43.1mm RB30-In-Vlv-Manley,53.00,41112,GST on Income,,
16-RB30-Ex-Vlv-Manley,11187 Ex Vlv 36.1mm,11187 Ex Vlv 36.1mm,,51111,,11187 Ex Vlv 36.1mm,53.00,41112,GST on Income,,
28-SBC-Lge- Jnl-Main-Brg,5M909H-STD Set-Performance,,,51111,,,100.00,41112,GST on Income,,
28-SBC-Lge-Jnl-Main-Bearing,5M909HX-STD Set-Performance,,,51111,,,102.00,41112,GST on Income,,
28-SBC-Con-Rod-Brg,8B663H-STD Set-Performance,,,51111,,,91.00,41112,GST on Income,,
28-SBC-Con-Rod-Brg1,8B663HX-STD Set-Performance,,,51111,,,91.00,41112,GST on Income,,
24-SR20-Main-Brg,5M2964H-STD Set-Performance,5M2964H-STD Set-Performance,,51111,,5M2964H-STD Set-Performance,139.00,41112,GST on Income,,
26-2J-Thrust-Washer,2T8103-STD ACL Thust Washer Se,2T8103-STD ACL Thust Washer Set,,51111,,2T8103-STD ACL Thust Washer Set,29.00,41112,GST on Income,,
92-Dymark-Eng-Layout-Ink,29010103 1 Liter Blue Eng,,,60120,,,,,BAS Excluded,,
92-Air-Gun-STD,Air Gun Std Length,,,69300,,,,,BAS Excluded,,
92-Air-Gun-Long,Air Gun Long Nozzle,,,69300,,,,,BAS Excluded,,
92-Leather-Gloves,Pair Leather Gloves,,,69300,,,,,BAS Excluded,,
92-Welding-Gloves-Gauntlet,Pair Wlding Gloves Gauntlet,,,69300,,,,,BAS Excluded,,
92-Paint-Pen-White,Paint-Pen-White,,,69300,,,,,BAS Excluded,,
92-Black-Nitro-Gloves-XL,468460/XL Box 100,,,69300,,,,,BAS Excluded,,
92-Gardening-Gloves,Pair Gardening-Gloves,,,69300,,,,,BAS Excluded,,
38-Bowl-Job-Ports,Bowl Job Ports & Blend Seats,Bowl Job Ports & Blend Seats,,,,Bowl Job Ports & Blend Seats,650.00,41112,GST on Income,,
26-RBSX-CR-Brg-H-2.0155,Clevite CB 1663H-STD single,Clevite CB 1663H-STD single,,51111,,Clevite CB 1663H-STD single,28.00,41112,GST on Income,,
26-RBSX-CR-Brg-HX-STD-2.0155,Clevite CB 1663HXSTD single,Clevite CB 1663HXSTD single,,51111,,Clevite CB 1663HXSTD single,23.00,41112,GST on Income,,
26-RBSX-CR-Brg-HC-2.0155,Calico 8B1663HC-STD set8,Calico CB 1663HC-STD set8,,51111,,Calico CB 1663HC-STD set8,320.00,41112,GST on Income,,
26-RBSX-CR-Brg-HXC-STD-2.0155,Calico CB 1663HXC-STD set8,Calico CB 1663HXC-STD set8,,51111,,Calico CB 1663HXC-STD set8,304.00,41112,GST on Income,,
18-10Super-Lock-Retainer,CO749-16 Super Lock Retainer,,,51111,,,150.00,41112,GST on Income,,
18-10deg-11/32-Locks,CO630-16 Single Groove Locks,,,51111,,,76.00,41112,GST on Income,,
18-ID-Spring-Locater,CO4772-16 1.55OD .57ID .060Thk,,,51111,,,117.00,41112,GST on Income,,
44-Wet-Blast,Wet Blast,Wet Blast,,,,Wet Blast,143.00,41112,GST on Income,,
16-RB30-Dual-Titanium-Retainer,PST RB30K Dual/Ti-Retainer Kit,PST RB30K Dual/Ti-Retainer Kit,,51111,,PST RB30K Dual/Ti-Retainer Kit,753.00,41112,GST on Income,,
46-RB-Dum-Ass-6cyl,"Dummy Assemble, Set Clearances",,,,,,1100.00,41112,GST on Income,,
46-Debur-Block,Debur Block Wash & Prep for As,Debur Block Wash & Prep for Assembly,,,,Debur Block Wash & Prep for Assembly,440.00,41112,GST on Income,,
92-Fire Rings-HonK,Fire Rings-HonK 88mm,,,58010,,,0.00,41113,GST on Income,,
01-EPS,Export Packing & Shipping,,,,,,700.00,41140,GST Free Expenses,,
44-Linish-Crank,Linish 4 cyl Crank,Linish 4 cyl Crank,,,,Linish 4 cyl Crank,143.00,41112,GST on Income,,
44-Machine-FW-Flng-Face,Machine fly wheel flange face,Machine fly wheel flange face,,,,Machine fly wheel flange face,143.00,41112,GST on Income,,
92-Spacer-15x10,Spacer-15x10,,,58010,,,,,BAS Excluded,,
92-Spacer-61x10,Spacer-61x10,,,58010,,,,,BAS Excluded,,
"82-UNC-3/8x2""-SHCS-Zinc","UNC-3/8x2""-SHCS-Zinc",,,51120,,,,,BAS Excluded,,
82-Dowel-Pin-M5x20mm-Plain,Dowel-Pin-M5x20mm-Plain,,,51120,,,,,BAS Excluded,,
82-Cable-Ties-200mmX4.6mm,Cable-Ties-200mmX4.6mm,,,51120,,,,,BAS Excluded,,
82-Cable-Ties-150mmx4.6mm,Cable-Ties-150mmx4.6mm,,,51120,,,,,BAS Excluded,,
28-SBC-Con-Rod-Brg2,CB1798 STD  ,,,51111,,,209.00,41112,GST on Income,,
24-Hon-CR-Brng-HC-STD-Race,4B1972HC-STD,4B1972HC-STD,,51111,,4B1972HC-STD,197.00,41112,GST on Income,,
24-Hon-Thrust-Wshr-B18,1T1957-STD,1T1957-STD,,51111,,1T1957-STD,12.00,41112,GST on Income,,
44-Disassemble-Eng-4cyl,Disassemble 4 cyl engine,Disassemble 4 cyl engine,,,,Disassemble 4 cyl engine,650.00,41112,GST on Income,,
44-B&H-TP-4Cyl,Bore & Hone 4 Cyl with Tq/Plt,Bore & Hone 4 Cyl with Tq/Plt,,,,Bore & Hone 4 Cyl with Tq/Plt,360.00,41112,GST on Income,,
36-RB30-Bore-tunnel,Line Bore Cam tunnel ,,,,,,660.00,41112,GST on Income,,
18-Hot-Wash-Heads,Hot Wash Heads,,,,,,30.00,41112,GST on Income,,
44-Dum-Ass-4,Dmmy Ass & Set Cearances,Dmmy Ass & Set Cearances,,,,Dmmy Ass & Set Cearances,880.00,41112,GST on Income,,
82-UNC-5/16x2-SHCS-Zinc,UNC-5/16x2-SHCS-Zinc,,,51120,,,,,BAS Excluded,,
86-BCH22259-6Cyl-Head-Box,6 Cyl Head box,BCH 22259 6 Cylinder Head Box Lid Base Cartons & Collars,,51120,,BCH 22259 6 Cylinder Head Box Lid Base Cartons & Collars,,,BAS Excluded,,
86-Barra,Lid Base Cartons with Sleeves ,,,51120,,,,,BAS Excluded,,
34-Face-Valves,Face Valves,Face Valves,,,,Face Valves,5.50,41112,GST on Income,,
44-Ass-4Cyl-Long,Assemble 4Cyl Long ,Assemble 4Cyl Long ,,,,Assemble 4Cyl Long ,2500.00,41112,GST on Income,,
82-Washer-5/16-HT-Zinc-Yellow,Washer-5/16-HT-Zinc-Yellow,,,51120,,,,,BAS Excluded,,
82-Washer-3/8-HT-Zinc-Yellow,Washer-3/8-HT-Zinc-Yellow,,,51120,,,,,BAS Excluded,,
82-M8x20mm-SHCS-Zinc,M8x20mm-SHCS-Zinc,,,51120,,,,,BAS Excluded,,
82-M8x25mm-SHCS-Zinc,M8x25mm-SHCS-Zinc,,,51120,,,,,BAS Excluded,,
82-M10x16mm-SHCS-Zinc,M10x16mm-SHCS-Zinc,,,51120,,,,,BAS Excluded,,
"82-ARP-Nuts-1/2""-300-8304","300-8304 ARP Nuts 1/2""","ARP300-8304 ARP 1/2-20 12pt Nuts 1/2""",,51120,,"ARP300-8304 ARP 1/2-20 12pt Nuts 1/2""",,,BAS Excluded,,
"82-ARP-Washer-1/2""-200-8514","200-8514 ARP Washer 1/2""x7/8""",,,51120,,,,,BAS Excluded,,
18-Valve-Seat-J-Loy,SB2250-7 J-Loy Valve Seat,,,51111,,,20.00,41112,GST on Income,,
18-Valve-Seat-J-Loy-1,SB1750-9 J-Loy Valve Seat,,,51111,,,6.00,41112,GST on Income,,
18-Guides-1,340-1043BR Brnz Vlv Guide .502,,,51111,,,18.00,41112,GST on Income,,
28-SBC-Pistons-JE-Custom,"RWBJE390975 Pistons 4.005""",,,51111,,,3185.00,41112,GST on Income,,
18-Hol-Vlv-In,12198-L Manley 2.05 +.150,,,51111,,,40.00,41112,GST on Income,,
18-Hol-Vlv-Ex,12197-L Manley 1.6 +.150,,,51111,,,41.00,41112,GST on Income,,
14-SR20-In-Guide,GDE-NSR6-I Bronze Valve Guide ,GDE-NSR6-I Bronze Valve Guide Nissan,,51111,,GDE-NSR6-I Bronze Valve Guide Nissan,15.00,41112,GST on Income,,
14-SR20-Ex-Guide,GDE-NSR6-E Bronze Valve Guide,GDE-NSR6-E Bronze EX Valve Guide Nissan SR20DE,,51111,,GDE-NSR6-E Bronze EX Valve Guide Nissan SR20DE,15.00,41112,GST on Income,,
28-SBC-Cam-Brg-ACL,5C3349-STD ACL Cam Brng,,,51111,,,54.00,41112,GST on Income,,
14-SR20-In-Vlv-+1mm,F1868P Ferrea In Vlv +1mm,F1868P Ferrea In Vlv +1mm,,51111,,F1868P Ferrea In Vlv +1mm,70.00,41112,GST on Income,,
14-SR20-Ex-Vlv-+1mm,F2130P Ferrea Ex Vlv +1mm,F2130P Ferrea Ex Vlv +1mm,,51111,,F2130P Ferrea Ex Vlv +1mm,94.00,41112,GST on Income,,
46-Blue-Print-Con-Rods,Resize BE/SE & Pistons,,,,,,143.00,41112,GST on Income,,
26-Long-Post-Front-Seal,Long Post Front Seal,111898 45x52x7mm SOG Long Post Front Seal,,51111,,111898 45x52x7mm SOG Long Post Front Seal,35.00,41112,GST on Income,,
18-CHE-DuctileVlv-Seats-In,1780-137-375-D DuctileVlv Seat,,,51111,,,29.00,41112,GST on Income,,
92-Repair,Repair CNC Mounting Brackets ,,,69300,,,,,BAS Excluded,,
14-SR20-MLS-Head Gasket,S4615MLSR MLS Head Gasket,S4615MLSR MLS Head Gasket,,51111,,S4615MLSR MLS Head Gasket,292.00,41112,GST on Income,,
56-Dip-Stick-Barra,MOR25973 Universal Twist Lock,,,51120,,,,,BAS Excluded,,
46-Blue-Print-Main-Brg,Blue print main bearings,,,,,,195.00,41112,GST on Income,,
46-Drill-CR-Brng-Suit-Ally-Rod,Drill con rod bearings,,,,,,143.00,41112,GST on Income,,
46-Ass-6cyl-Short,Ass 6 Cyl Short motor,Ass 6 Cyl Short motor,,,,Ass 6 Cyl Short motor,1800.00,41112,GST on Income,,
26-RB-87mm-Oil-Control-Ring,RB-87mm-Oil-Control-Ring,RB-87mm-Oil-Control-Ring,,69100,,RB-87mm-Oil-Control-Ring,,,BAS Excluded,,
18-CHE-Ductile-Vlv-Seats,2300-181-500-D,,,51111,,,31.00,41112,GST on Income,,
82-ARP-Bolt-UNC-1/2x13/4,617-1750 ARP Bolt Kit ,,,51120,,,,,BAS Excluded,,
92-Washers-CNC,Washers CNC Mount Brkt,,,51120,,,,,BAS Excluded,,
16-2J-In-Vlve,TIVN-1016 Intake Valve,TIVN-1016 Intake Valve,,51130,,TIVN-1016 Intake Valve,0.00,41112,GST on Income,,
16-2J-Ex-Vlve,TEVI-1016 Ex Vlv +1mm,TEVI-1016 Ex Vlv +1mm,,51130,,TEVI-1016 Ex Vlv +1mm,0.00,41112,GST on Income,,
16-2J-Spring-Kit-Bee,SPR TS1012-BE with locks,SPR TS1012-BE with locks,,51130,,SPR TS1012-BE with locks,0.00,41112,GST on Income,,
28-BBC-SC4-454-4500-6535,Scat BBC 4340 4.500 Forg STD W,,,51120,,,1929.00,41112,GST on Income,,
28-BBC-SC2-454-6800-2200A-CR,Scat BBC 6.800/2.200 Con Rod,,,51120,,,1180.00,41112,GST on Income,,
06-Bore&Hone-10-Cyl-Lambo,Bore&Hone 10 cyl Lambo,,,,,,550.00,41112,GST on Income,,
06-Aluminium-Cyl-Treatment,Aluminium Cyl Treatment,,,,,,0.00,41112,GST on Income,,
86-BCH505-Stud,"Stud Bxs, Hngd Lid, 180x180x30",,,61021,,,,,BAS Excluded,,
86-BCH24098-RB-Blanking,RB Blkng Ctn 290x140x50mm,,,61021,,,,,BAS Excluded,,
28-LA Sleeves,Set LA Sleeves,,,51111,,,0.00,41112,GST on Income,,
38-CNC-Port-V8,CNC Port V8 Heads,CNC Port V8 Heads,,,,CNC Port V8 Heads,1650.00,41113,GST on Income,,
82-UNC-5/16-Nuts-Zinc,UNC-5/16-Nuts-Zinc,,,51120,,,,,BAS Excluded,,
82-UNC-7/16-Nuts-Zinc,UNC-7/16-Nuts-Zinc,,,51120,,,,,BAS Excluded,,
92-Spacer-83x12mm,Spacer-83x12mm,,,51120,,,,,BAS Excluded,,
92-Spacer-37x12mm,Spacer-37x12mm,,,51120,,,,,BAS Excluded,,
24-4G63-Front-Cover,"Front Case Assy, OP, Seals OEM","Front Case Assy, OP, Seals OEM",,51111,,"Front Case Assy, OP, Seals OEM",611.00,41112,GST on Income,,
24-4G63-OP-Blnc-Shaft-Delete,OP Blnc Shaft Delete OEM,OP Blnc Shaft Delete OEM,,51111,,OP Blnc Shaft Delete OEM,39.00,41112,GST on Income,,
24-4G63-Front-Cover-Gasket,Front Case Gskt OEM,Front Case Gskt OEM,,51111,,Front Case Gskt OEM,31.00,41112,GST on Income,,
24-4G63-Spacer-Balance-Shaft,Balnce Shaft Delete Spacer OEM,Balnce Shaft Delete Spacer OEM,,51111,,Balnce Shaft Delete Spacer OEM,20.00,41112,GST on Income,,
24-4G63-Trigger-Plate,Trigger Plate Crank Sensor OEM,Trigger Plate Crank Sensor OEM,,51111,,Trigger Plate Crank Sensor OEM,30.00,41112,GST on Income,,
24-4G63-Crank-Sprocket,Crank Sprocket OEM,Crank Sprocket OEM,,51111,,Crank Sprocket OEM,106.00,41112,GST on Income,,
24-4G63-Oil-Pump-Drive-Spkt,Oil Pump Drive Sprocket,Oil Pump Drive Sprocket,,51111,,Oil Pump Drive Sprocket,108.00,41112,GST on Income,,
24-4G63-Cam-Belt-Tensioner,Cam Hyd Belt Tensioner OEM,Cam Hyd Belt Tensioner OEM,,51111,,Cam Hyd Belt Tensioner OEM,153.00,41112,GST on Income,,
24-4G63-Cam-Belt-High-Perf,Evo 9 Kevlar Cam Belt OEM,Evo 9 Kevlar Cam Belt OEM,,51111,,Evo 9 Kevlar Cam Belt OEM,217.00,41112,GST on Income,,
24-4G63-Balancer-High-Perf,Fluid Drive Balancer,Fluid Drive Balancer,,51111,,Fluid Drive Balancer,1023.00,41112,GST on Income,,
24-4G63-Rear-Crank-Cover,MD311550 Rear Crank Cover OEM,MD311550 Rear Crank Cover OEM,,51111,,MD311550 Rear Crank Cover OEM,30.00,41112,GST on Income,,
24-4G63-Rear-Crank-Seal,MD359158 Rear Crank Seal OEM,MD359158 Rear Crank Seal OEM,,51111,,MD359158 Rear Crank Seal OEM,30.00,41112,GST on Income,,
24-4G63-Balancer-Bolt-High-Per,Balancer Bolt ARP,Balancer Bolt ARP,,51111,,Balancer Bolt ARP,67.00,41112,GST on Income,,
18-YT-7/16-Pedestals,YT 18327 16 Set YT 6595 7/16 P,,,51111,,,183.00,41112,GST on Income,,
18-YT-7/16-Cap-Screws,YT 18126 16 Set 6588RR Capscre,,,51111,,,219.00,41112,GST on Income,,
26-Gear-Washer-Inside,Gear-Washer-Inside,Gear-Washer-Inside,,58010,,Gear-Washer-Inside,,,BAS Excluded,,
26-Gear-Washer-Outside,Gear-Washer-Outside,Gear-Washer-Outside,,58010,,Gear-Washer-Outside,,,BAS Excluded,,
28-Hol-308-Cam-CC-272,CO244681 CC-272 Cam,,,51111,,,525.00,41112,GST on Income,,
28-Hol-308-Rmstr-Timing-Chain,RCS6000 Hol V8 TC Set,,,51111,,,207.00,41112,GST on Income,,
18-Hol-308-Intake-Man,ED2194 Edel Int Man Hol Early,ED2194 Edelbrock Intake Man Holden Early,,51111,,ED2194 Edelbrock Intake Man Holden Early,704.00,41112,GST on Income,,
18-Hol-Rocker-Studs-7/16-7/16,CR99153-16 Crane Pro Rocker St,,,51111,,,115.00,41112,GST on Income,,
18-Hol-Guide-Plate-5/16,CR88651-8 Crane 5/16 Guide Pla,,,51111,,,82.00,41112,GST on Income,,
18-Hol-1.65-Rocker-Arms,CR24744-16 Crane Energiser1.65,,,51111,,,618.00,41112,GST on Income,,
46-Acid-Tank-Parts,Acid Tank Parts,,,,,,186.00,41112,GST on Income,,
46-2J-Hotwash,New Item,,,,,,186.00,41112,GST on Income,,
46-Bore & Hone-W/Trq-plate,Bore & Hone 6 Cyl W/Trq-plate,Bore & Hone 6 Cyl W/Trq-plate,,,,Bore & Hone 6 Cyl W/Trq-plate,440.00,41112,GST on Income,,
46-Linish-Crank,Linish-Crank 6 Cyl,,,,,,99.00,41112,GST on Income,,
46-Dum-Ass-6,Dummy Assemble 6 cyl,"De-burr block, race prep, dummy assemble & set clearances",,,,"De-burr block, race prep, dummy assemble & set clearances",1100.00,41112,GST on Income,,
36-2J-Hotwash-Head,Hotwash Head for Assy,,,,,,36.00,41112,GST on Income,,
36-Cut-Seats,Cut Performance Multi Angle Se,Cut Performance Multi Angle Seats,,,,Cut Performance Multi Angle Seats,440.00,41112,GST on Income,,
36-2J-Face-Valves,Face-Valves,,,,,,5.00,41112,GST on Income,,
36-2J-Face-Cyl-Head,Face-Cyl-Head,,,,,,172.00,41112,GST on Income,,
36-2J-Assemble Cyl-Head,Instl springs & Retainers,,,,,,143.00,41112,GST on Income,,
46-2J-Mach-Pistons,Machine Pistons to Adj Compres,,,,,,429.00,41112,GST on Income,,
46-2J-Dum-Ass-6,Dummy Assemble 6 Cyl,,,,,,1100.00,41112,GST on Income,,
46-2J-Face-Block,Face block,,,,,,143.00,41112,GST on Income,,
46-2J-Instl-Main-Studs,Install Main Studs Check tunne,,,,,,143.00,41112,GST on Income,,
46-2J-Debur-Block,Debur Block Wash & Prep for As,,,,,,440.00,41112,GST on Income,,
46-2J-Drill&Tap-Oil-Gal-Plugs,Drill & Tap oil gallery plugs ,,,,,,143.00,41112,GST on Income,,
BUL-FR-LS-V8,LS V8 Fire Ring Head Gasket,LS V8 Fire Ring Head Gasket,,,,LS V8 Fire Ring Head Gasket,990.00,41130,GST on Income,,
34-Bowl-Job-Ports,Bowl job ports & blend seats,Bowl job ports & blend seats,,,,Bowl job ports & blend seats,325.00,41112,GST on Income,,
34-Cut-Seats,Cut Performance Multi Angle Se,Cut Performance Multi Angle Seats,,,,Cut Performance Multi Angle Seats,396.00,41112,GST on Income,,
34-4G63-Ass-Shimless,Set Shimless Cam Clearances,Set Shimless Cam Clearances,,,,Set Shimless Cam Clearances,508.00,41112,GST on Income,,
34-4G63-Ass-Cyl-Head,"Assemble Cyl Head, Check Sprin","Assemble Cyl Head, Check Spring Pressures & Coil bind",,,,"Assemble Cyl Head, Check Spring Pressures & Coil bind",330.00,41112,GST on Income,,
48-Repair-Crack,Repair Crack,,,,,,390.00,41112,GST on Income,,
48-Resleeve-Cyl,Resleeve Cylinder,,,,,,143.00,41112,GST on Income,,
26-RB-Torrington-Kit,RB Torrington Kit,RB Torrington Kit,,,,RB Torrington Kit,110.00,41112,GST on Income,,
16-RBSX-Head-Gasket-90mm,Tomei HG RB26DETT 90mm-1.2mm,Tomei Head Gasket RB26DETT 90mm-1.2mm,,51111,,Tomei Head Gasket RB26DETT 90mm-1.2mm,550.00,41112,GST on Income,,
14-HonK-Ex-Vlv-Guide,GDE-HK55-E Bnz Vlv Guide Ex,GDE-HK55-E Bnz Vlv Guide Ex,,51111,,GDE-HK55-E Bnz Vlv Guide Ex,14.00,41112,GST on Income,,
14-HonK-In-Vlv-Guide,GDE-HK55-I Bnz Vlv Guide In,GDE-HK55-I Bnz Vlv Guide In,,51111,,GDE-HK55-I Bnz Vlv Guide In,14.00,41112,GST on Income,,
14-Hon-Ex-Vlv-Stem-Seal,VS-H5.5E Ex Vlv Stem Seal,VS-H5.5E Ex Vlv Stem Seal,,51111,,VS-H5.5E Ex Vlv Stem Seal,4.00,41112,GST on Income,,
14-Hon-In-Vlv-Stem-Seal,VS-H5.5I In Vlv Stem Seal,VS-H5.5I In Vlv Stem Seal,,51111,,VS-H5.5I In Vlv Stem Seal,4.00,41112,GST on Income,,
48-Acid-Dip-Block,Acid Dip Block,Acid Dip Block,,58000,,Acid Dip Block,200.00,41112,GST on Income,,
58-Hol-V8 Anodize,Hol V8 Anodize Black,,,58010,,,200.00,41113,GST on Income,,
14-Hon-Ex-HEVI-1030D,K20 Ex Valve,K20 Ex Valve,,51111,,K20 Ex Valve,56.00,41112,GST on Income,,
06-wet-bb-V8-man,Wet Bead Blast v8 Manifold,,,,,,220.00,41110,GST on Income,,
44-Strok-Clear,Clearance block for Stroker,Clearance block for Stroker,,,,Clearance block for Stroker,520.00,41112,GST on Income,,
36-Matchport-Manifold,Matchport-Manifold,,,,,,429.00,41112,GST on Income,,
36-Install-Rear-Oil-Drain,Remove plug drill & tap thread,,,,,,143.00,41112,GST on Income,,
36-Remove-Oil-Gal-Plugs-Head,Remove-Oil-Gal-Plugs-Head,Remove-Oil-Gal-Plugs-Head,,,,Remove-Oil-Gal-Plugs-Head,143.00,41112,GST on Income,,
36-Tap-Instll-NPT-Plugs-Head,Tap-Instll-NPT-Plugs-Head,Tap-Instll-NPT-Plugs-Head,,,,Tap-Instll-NPT-Plugs-Head,143.00,41112,GST on Income,,
36-Hotwash-Head-For-Assy,Hotwash-Head-For-Assy,Hot Wash Head & Parts for Assembly,,,,Hot Wash Head & Parts for Assembly,45.00,41112,GST on Income,,
14-4G63-Rocker-Arms-Set,4G63-Rocker-Arms-Set,4G63-Rocker-Arms-Set,,51111,,4G63-Rocker-Arms-Set,0.00,41112,GST on Income,,
18-Valve-Locks-STD-7deg-11/32,86107X2-16 Std 7deg11/32-0.050,,,51111,,,141.00,41112,GST on Income,,
18-Comp-Cam-Spring-Loc,CC4776-16 1.550 .790 .570,,,51111,,,142.00,41112,GST on Income,,
24-4G63-M-Brg-HXC,5M1219 HXC-STD Main Brg Set 4G,5M1219 HXC-STD Main Brg Set 4G,,51111,,5M1219 HXC-STD Main Brg Set 4G,295.00,41112,GST on Income,,
