Co./Last Name,First Name,Purchase No.,Date,Supplier Invoice No.,Inclusive,Delivery Status,Journal Memo,Detail Date,Description,Account No.,Amount,Job,Comment,Promised Date,Tax Code,Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Premier Technology Solutions,,154322,30/04/2023,95171,,P,Imported Premier Technology Solutions,,"April 23 Datto Saas Protection - unlimited, Interactive HP",61150,$239.93 ,,,,GST,$23.99 ,B,2,0,9,0,$263.92 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne's High Access (Trustee for Birrell family Tr,,154323,9/5/2023,54309,,P,Imported Wayne's High Access (Trustee for Birrell family Tr,,Provide Rope access technicians 32 hours ,54300,"$4,000 ",,,,GST,$400 ,B,2,0,2,0,"$4,400 ",,1663,2200
,,,,,,,,,,,,,,,,,,,,,,,,,
Civil Aviation Safety Authority (CASA),,154324,12/5/2023,RPAS2023-04,,P,Imported Civil Aviation Safety Authority (CASA),,Certification of a person as a RPA operator -process and consider,51100,$480 ,,,,N-T,$0.00 ,B,2,0,0,0,$480 ,,2567,2725
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,154325,12/5/2023,INV-762223,,P,Imported HR Consulting Melbourne,,Retained Consulting Service,61035,$450 ,,,,GST,$45 ,B,2,0,0,0,$495 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,154326,17/05/2023,INV-3049,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,"Structural design and documentation, BOQ and cost estimation",54400,"$8,400 ",,,,GST,$840 ,B,2,0,1,0,"$9,240 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154327,17/05/2023,INV-23034,,P,Imported Jims Mowing,,"Lawn mowing, gardening, weeding, spraying and blowing of carparks",61250,$90 ,,,,GST,$9 ,B,2,0,1,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154328,10/5/2023,DP-95227,,P,Imported Premier Technology Solutions,,X360 for dean (#PTSQ12612),61150,"$5,706.10 ",,,,GST,$570.61 ,B,2,0,8,0,"$6,276.71 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,154329,19/05/2023,1007524,,P,Imported Monash Self Storage Centre,,Rental Fee Unit 034 26/05/2023 - 25/06 2023,61250,$168.19 ,,,,GST,$16.81 ,B,2,0,0,0,$185 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,154330,10/5/2023,T311 May 23,,P,Imported Telstra Corp,,Telephone May 23,61300,"$1,493.08 ",,,,GST,$136.39 ,B,2,0,9,0,"$1,629.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,154332,22/05/2023,18396,,P,Imported Sharp and Howells Pty Ltd,,"Samples: 9 concrete dust, 4 paint chips, 2 sealant material, chloride analysis, Asbestos analysis, and lead analysis",54400,"$2,240 ",,,,GST,$224 ,B,2,0,0,0,"$2,464 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,154333,20/05/2023,11418210,,P,Imported Toshiba Australia Pty Limited,,Colour Meterage,61215,$73.86 ,,,,GST,$7.39 ,B,2,0,2,0,$81.25 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp and Howells Pty Ltd,,154334,18/05/2023,18390,,P,Imported Sharp and Howells Pty Ltd,,"Chloride x 6, Compressive Strength x 2, FTIR x 10",54300,"$3,340 ",,,,GST,$334 ,B,2,0,5,0,"$3,674 ",,5301,28
,,,,,,,,,,,,,,,,,,,,,,,,,
Hoverscape Pty Ltd,,154335,17/05/2023,INV-0667,,P,Imported Hoverscape Pty Ltd,,"Data capture -3D modelling service, permits, admin, rental camera eqipment",54300,"$33,900 ",,,,GST,"$3,390 ",B,2,0,6,0,"$37,290 ",,2387,2667
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154336,30/04/2023,JJHG-SIN519,,P,Imported Jobfit Health Group Pty Ltd,,AMA review Paolo Alegro,54800,$135 ,,,,GST,$13.50 ,B,2,0,24,0,$148.50 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154337,30/04/2023,JJHG-SIN219,,P,Imported Jobfit Health Group Pty Ltd,,"Audiogram, Dr Review, Chest X-ray, QLD Coal Board Medical, Spirometry - Nathan Way",54800,$891 ,,,,GST,$89.10 ,B,2,0,24,0,$980.10 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154338,23/05/2023,JJHG-SIN579,,P,Imported Jobfit Health Group Pty Ltd,,"Audiogram, Dr review Chest X-ray, QLD Coal Board Medical, Spirometry - Andre Van Zyl",54800,$891 ,,,,GST,$89.10 ,B,2,0,1,0,$980.10 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,154339,24/05/2023,607643842,,P,Imported Officeworks,,Stationery,61215,$61.75 ,,,,GST,$6.18 ,B,2,0,0,0,$67.93 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,154340,31/05/2023,526438,,P,Imported Suk Kyun Shin,,Office cleaning May 23,61215,$680 ,,,,GST,$68 ,B,2,0,2,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,154345,29/05/2023,INV-3066,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Site Inspection (Structural) - Post Earthquake site inspection - V.S,54400,$750 ,,,,GST,$75 ,B,2,0,9,0,$825 ,,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154346,6/6/2023,INV-23301,,P,Imported Jims Mowing,,"Lawn mowing, gardening, weeding, weed spraying and browing ",61250,$90 ,,,,GST,$9 ,B,2,0,1,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,154347,31/05/2023,145948944,,P,Imported Visy Recycling,,Service period 01/05/23 - 31/05/23,61215,$56.08 ,,,,GST,$5.61 ,B,2,0,7,0,$61.69 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,154348,1/6/2023,3409,,P,Imported Hightalk Pty Ltd,,"1300 number, number, SIP line unlimited with support, Wireless Broadband data",61300,$362.73 ,,,,GST,$36.27 ,B,2,0,6,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154349,1/6/2023,95376,,P,Imported Premier Technology Solutions,,"Monthly bill for June 23 N-Central professional, Premier Care IT management, User support, Managed Email Protection, Managed Web Security",61150,"$2,220.64 ",,,,GST,$222.06 ,B,2,0,6,0,"$2,442.70 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154350,30/05/2023,95301,,P,Imported Premier Technology Solutions,,X360 for Dean,61150,$288 ,,,,GST,$28.80 ,B,2,0,8,0,$316.80 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154351,30/05/2023,95314,,P,Imported Premier Technology Solutions,,SSL Cert ,61150,$460 ,,,,GST,$46 ,B,2,0,8,0,$506 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154352,31/05/2023,95559,,P,Imported Premier Technology Solutions,,"Monthly billing for May Microsoft 365 business plan, Azure Plan, Exchange online Plan 1 & 2, Extra file storage, Project plan 1,2 & 3.",61150,"$1,993.16 ",,,,GST,$199.32 ,B,2,0,7,0,"$2,192.48 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154353,31/05/2023,95643,,P,Imported Premier Technology Solutions,,"Monthly billing for May, Datto SaaS Protection, Interactive HP ARUBA",61150,$245.53 ,,,,GST,$24.55 ,B,2,0,7,0,$270.08 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,154354,7/6/2023,INV-0087222,,P,Imported HR Consulting Melbourne,,Retained Consulting Services,61035,$450 ,,,,GST,$45 ,B,2,0,0,0,$495 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
Couriers Please Pty Ltd,,154355,8/6/2023,TI3419786,,P,Imported Couriers Please Pty Ltd,,Courier coupon 4328611,61215,$149 ,,,,GST,$14.90 ,B,2,0,1,0,$163.90 ,,5539,2019
,,,,,,,,,,,,,,,,,,,,,,,,,
HP PPS Australia Pty Ltd,,154357,8/6/2023,,,P,Imported HP PPS Australia Pty Ltd,,HP EB840G9 i7-1255U 14 16GB/256 LTEA PC,61150,"$1,052.37 ",,,,GST,$105.24 ,B,2,0,1,0,"$1,157.61 ",,2582,2732
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,154358,8/6/2023,16394143,,P,"Imported Momentum Energy, ",,Electricity 01/05/23 - 31/05/23,66060,$945.15 ,,,,GST,$94.84 ,B,2,0,5,0,"$1,039.99 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
ACA (The Australasian Corrosion Association),,154360,27/06/2023,I-00001770,,P,Imported ACA (The Australasian Corrosion Association),,Corporate Gold Membership Renewal,59100,"$1,250 ",,,,GST,$125 ,B,2,0,13,0,"$1,375 ",,5005,431
,,,,,,,,,,,,,,,,,,,,,,,,,
Ystress Building Maintenance Pty Ltd,,154361,30/05/2023,171,,P,Imported Ystress Building Maintenance Pty Ltd,,Removal of membrane as per quote YS2285,54300,"$2,150 ",,,,GST,$215 ,B,2,0,16,0,"$2,365 ",,2569,2726
,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,154362,15/06/2023,1007920,,P,Imported Monash Self Storage Centre,,Rental Fee Unit 034 from 26/06/23 to 25/07/23,61250,$168.19 ,,,,GST,$16.81 ,B,2,0,0,0,$185 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,154363,10/6/2023,T311 Jun 23,,P,Imported Telstra Corp,,Telephone June 23,61300,"$1,423.07 ",,,,GST,$136.89 ,B,2,0,6,0,"$1,559.96 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
COGL Sydney 11 Pty Ltd T/A Compass Offices,,154365,6/6/2023,AU07-000024,,P,Imported COGL Sydney 11 Pty Ltd T/A Compass Offices,,Sydney Office rent July 23,66010,"$9,296 ",,,,GST,$929.60 ,B,2,0,20,0,"$10,225.60 ",,2336,2575
,,,,,,,,,,,,,,,,,,,,,,,,,
Botany Access Pty Ltd,,154366,31/05/2023,B114470,,B,Imported Botany Access Pty Ltd,,"Travel Tower with the operator, toll, operator overtime",54300,"$1,806.73 ",,,,GST,$180.68 ,B,2,0,26,0,"$1,987.41 ",,2464,2663
,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Height Access Pty Ltd,,154367,19/06/2023,12119,,P,Imported Specialist Height Access Pty Ltd,,"Full Facade Inspection & Make safe, reporting, variations",54300,"$28,913.18 ",,,,GST,"$2,891.32 ",B,2,0,7,0,"$31,804.50 ",,2532,2702
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,154368,21/06/2023,11458451,,P,Imported Toshiba Australia Pty Limited,,Colour Meterage ,61215,$69.90 ,,,,GST,$6.99 ,B,2,0,5,0,$76.89 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154370,22/06/2023,JJHG-SIN66217,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit Musculoskeletal and medical Sophie Favilla,65150,$308 ,,,,GST,$30.80 ,B,2,0,4,0,$338.80 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154371,19/06/2023,JJHG-SIN65050,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit assessment Nathan Way,65150,$940 ,,,,GST,$94.01 ,B,2,0,7,0,"$1,034.01 ",,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154372,19/06/2023,JJHG-SIN64968,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit assessment Andrew,65150,$523 ,,,,GST,$52.30 ,B,2,0,7,0,$575.30 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
ACRA,,154373,26/06/2023,5754,,P,Imported ACRA,,Corporate membership renewal 2023-2024,51100,"$1,600 ",,,,GST,$160 ,B,2,0,3,0,"$1,760 ",,5412,742
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154374,26/06/2023,INV-23511,,P,Imported Jims Mowing,,"Lawn mowing, gardening, weeding, spraying and blowing of carpark",61250,$90 ,,,,GST,$9 ,B,2,0,3,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Boronia Marine Co Pty Ltd,,154377,29/05/2023,23042021IFR,,P,Imported Boronia Marine Co Pty Ltd,,Provising a workboat and coxswain for White Bay Wharf inspection,54300,"$2,057 ",,,,GST,$205.70 ,B,2,0,31,0,"$2,262.70 ",,1880,2324
,,,,,,,,,,,,,,,,,,,,,,,,,
Boronia Marine Co Pty Ltd,,154378,29/05/2023,230502IFR,,P,Imported Boronia Marine Co Pty Ltd,,Provide workboat and coxswain for White Bay wharf inspection,54300,$548.50 ,,,,GST,$54.85 ,B,2,0,31,0,$603.35 ,,1880,2324
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,154379,28/06/2023,INV-3109,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Bill of quantities for Josh K and Reza O,54400,"$1,630 ",,,,GST,$163 ,B,2,0,1,0,"$1,793 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Savcor Products Australia Pty Ltd,,154380,22/06/2023,IN34307,,P,Imported Savcor Products Australia Pty Ltd,,"Positive Connection 25mm x 60mm, Potted JOint c/w 150x12x0.9mm, Ti Bar c/w 20m of 25mm2",51050,"$1,347.50 ",,,,GST,$134.75 ,B,2,0,7,0,"$1,482.25 ",,5523,1949
,,,,,,,,,,,,,,,,,,,,,,,,,
AMOG,,154381,30/06/2023,062023ICMIS,,P,Imported AMOG,,Fee for APMS 01/04/2023 -30/06/2023,61150,"$1,500 ",,,,GST,$150 ,B,2,0,1,0,"$1,650 ",,5017,482
,,,,,,,,,,,,,,,,,,,,,,,,,
Value Office Furniture Pty Ltd,,154383,29/06/2023,V18185,,P,Imported Value Office Furniture Pty Ltd,,8 x Ergonomic Office Chair,61090,"$3,221.82 ",,,,GST,$322.18 ,B,2,0,0,0,"$3,544 ",,5536,2026
,,,,,,,,,,,,,,,,,,,,,,,,,
Klopfer Dobos Pty Ltd,,154385,30/04/2023,9325,,P,Imported Klopfer Dobos Pty Ltd,,"Conducting a half day visual site investigation of the area in question, desktop study of the existing drawings, structural analysis and providing preliminary findings for discussion outlining possible options and report",54400,"$8,035 ",,,,GST,$803.50 ,B,2,0,66,0,"$8,838.50 ",,1776,2647
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,154386,27/06/2023,INV-3098,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,Director & Senior Associate,54400,"$6,460 ",,,,GST,$646 ,B,2,0,8,0,"$7,106 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
StaySafe (SA) Pty Ltd  Securitas,,154387,28/06/2023,AURS-PSI23-,,P,Imported StaySafe (SA) Pty Ltd  Securitas,,Security Monitoring 01/07/23 - 30/09/23,66080,$160.88 ,,,,GST,$16.09 ,B,2,0,7,0,$176.97 ,,2393,832
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,154388,30/06/2023,526450,,P,Imported Suk Kyun Shin,,Office cleaning Jun 23,61215,$680 ,,,,GST,$68 ,B,2,0,25,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,154389,30/06/2023,146170142,,P,Imported Visy Recycling,,"Per Lift fee fir service, monthly rent for equipment",61215,$69.08 ,,,,GST,$6.91 ,B,2,0,25,0,$75.99 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Quest Apartments Notting Hill,,154390,26/07/2023,823230,,P,Imported Quest Apartments Notting Hill,,All Infracorr Conference accommodation for Sydney staff,61400,"$2,227.30 ",,,,GST,$222.70 ,B,2,0,21,0,"$2,450 ",,1991,2365
,,,,,,,,,,,,,,,,,,,,,,,,,
HR Consulting Melbourne,,154391,30/06/2023,INV-0096222,,P,Imported HR Consulting Melbourne,,Retained Consulting Service ,61035,$450 ,,,,GST,$45 ,B,2,0,0,0,$495 ,,2097,2428
,,,,,,,,,,,,,,,,,,,,,,,,,
Boronia Marine Co Pty Ltd,,154392,10/7/2023,230613IFR,,P,Imported Boronia Marine Co Pty Ltd,,workboat and coxswain for White Bay wharf inspection,54300,$795 ,,,,GST,$79.50 ,B,2,0,1,0,$874.50 ,,1880,2324
,,,,,,,,,,,,,,,,,,,,,,,,,
COGL Sydney 11 Pty Ltd T/A Compass Offices,,154393,5/7/2023,AU-07-00002,,P,Imported COGL Sydney 11 Pty Ltd T/A Compass Offices,,Sydney Office rent ,66010,"$8,896.38 ",,,,GST,$868.30 ,B,2,0,6,0,"$9,764.68 ",,2336,2575
,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,154394,10/7/2023,16549148,,P,"Imported Momentum Energy, ",,Electricity Jul 23,66060,$817.63 ,,,,GST,$81.97 ,B,2,0,1,0,$899.60 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154395,30/06/2023,96260,,P,Imported Premier Technology Solutions,,"June Datto SaaS protection, interactive HP ARUBA 2920-24GJ9726A9-5-4 Hardware Maintenance ",61150,$252.09 ,,,,GST,$25.21 ,B,2,0,11,0,$277.30 ,,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154396,30/06/2023,96176,,P,Imported Premier Technology Solutions,,"Microsoft 365 Business Premium, Azure Plan, Exchange online Plan 1-3,  extra file storage, Project plan 1 & 3",61150,"$2,028.52 ",,,,GST,$202.85 ,B,2,0,11,0,"$2,231.37 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,154397,1/7/2023,3459,,P,Imported Hightalk Pty Ltd,,"1300 number, Number, SIP line unlimited with support, Wireless Broadband data",61153,$362.73 ,,,,GST,$36.27 ,B,2,0,10,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Racket Agency Pty Ltd,,154398,30/04/2023,INV-1379,,P,Imported Racket Agency Pty Ltd,,internal meeting room design: window fronsting design to be applied to meeting rooms and gym in the office,59130,"$1,200 ",,,,GST,$120 ,B,2,0,75,0,"$1,320 ",,5548,2099
,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD HUSTLE GROUP PTY LTD,,154400,3/7/2023,,,P,Imported GOOD HUSTLE GROUP PTY LTD,,All Infracorr Conference Family session dinner,61030,"$1,736.36 ",,,,GST,$173.64 ,B,2,0,15,0,"$1,910 ",,2604,2748
,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,154401,19/07/2023,1008422,,P,Imported Monash Self Storage Centre,,Rental Fee Uni 034 from 26/07/23 -25/08/23,61250,$168.19 ,,,,GST,$16.81 ,B,2,0,0,0,$185 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,
Watertest Pty Ltd,,154404,23/05/2023,WI0498,,P,Imported Watertest Pty Ltd,,"Chloride, preparation digest, Digest and pulverise",54300,$191 ,,,,GST,$19.10 ,B,2,0,58,0,$210.10 ,,2290,2539
,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,154405,10/7/2023,T311 July 2,,P,Imported Telstra Corp,,Mobile phones charges Jul 23,61153,"$1,516.96 ",,,,GST,$145.50 ,B,2,0,10,0,"$1,662.46 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,154406,20/07/2023,INV-0173,,P,Imported Jims Mowing,,"lawn mowing, gardening, weeding, weed spraying and blowing of car park",61250,$90 ,,,,GST,$9 ,B,2,0,1,0,$99 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,154407,20/07/2023,11495153,,P,Imported Toshiba Australia Pty Limited,,Colour Meterage,61215,$128.23 ,,,,GST,$12.83 ,B,2,0,1,0,$141.06 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,
AGAT Software,,154408,4/7/2023,8590-R1,,P,Imported AGAT Software,,Channel Management for Microsoft Teams USD $978,61150,"$1,503.04 ",,,,FRE,$0.00 ,B,2,0,20,0,"$1,503.04 ",,2599,2747
,,,,,,,,,,,,,,,,,,,,,,,,,
SGS Australia Pty Ltd,,154409,1/4/2023,123030489,,P,Imported SGS Australia Pty Ltd,,"Job Reference : AU/SS-c234172 Surveillance Audit By Patrick Horigan on 23-24 January 2023 Site audited: - 20 Business Park Drive, Notting Hill, Victoria, 3168 ISO 9001 + 45001 Standard",61037,"$6,777.67 ",,,,GST,$677.77 ,B,2,0,69,0,"$7,455.44 ",,2124,2447
,,,,,,,,,,,,,,,,,,,,,,,,,
Trendspek Operations Pty Limited,,154410,1/7/2023,INV-0330,,P,Imported Trendspek Operations Pty Limited,,"University of Queensland, Annual Growth Plan and 1000 GP processing",54300,"$17,949 ",,,,GST,"$1,794.90 ",B,2,0,26,0,"$19,743.90 ",,2246,2518
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154411,1/7/2023,95844,,P,Imported Premier Technology Solutions,,HP EB 830 X360 G9,61151,"$2,817.05 ",,,,GST,$281.71 ,B,2,0,26,0,"$3,692.76 ",,5501,1863
Premier Technology Solutions,,154411,1/7/2023,95844,,P,Imported Premier Technology Solutions,,Fixed Fee,61152,$540 ,,,,GST,$54 ,B,2,0,26,0,"$3,692.76 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154412,1/7/2023,95913,,P,Imported Premier Technology Solutions,,"N-central Professional, IT Management, User Support, Email protection, Web security",61152,"$3,402.26 ",,,,GST,$340.23 ,B,2,0,26,0,"$3,742.49 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154413,27/07/2023,JJHG-SIN74337,,P,Imported Jobfit Health Group Pty Ltd,,Jobfit test Andre Lerk,51300,$413 ,,,,GST,$41.30 ,B,2,0,0,0,$454.30 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
Yarra Valley Water,,154414,11/7/2023,5915 7807 8,,P,Imported Yarra Valley Water,,Water bill from 12/04/23 - 10/07/23,66090,$517.67 ,,,,FRE,$0.00 ,B,2,0,17,0,$517.67 ,,5463,1394
,,,,,,,,,,,,,,,,,,,,,,,,,
ACA Foundation Limited,,154415,1/7/2023,102,,P,Imported ACA Foundation Limited,,ACA Foundation Sponsorship 2023,59110,"$2,500 ",,,,N-T,$0.00 ,B,2,0,27,0,"$2,500 ",,2284,2538
,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Height Access Pty Ltd,,154416,25/07/2023,12164,,P,Imported Specialist Height Access Pty Ltd,,2 x SHA Technician,54300,"$4,480 ",,,,GST,$448 ,B,2,0,3,0,"$4,928 ",,2532,2702
,,,,,,,,,,,,,,,,,,,,,,,,,
Jobfit Health Group Pty Ltd,,154417,1/7/2023,JJHG-SIN678,,P,Imported Jobfit Health Group Pty Ltd,,Spirometry Andre Van Zyl,51300,$78 ,,,,GST,$7.80 ,B,2,0,27,0,$85.80 ,,2054,2402
,,,,,,,,,,,,,,,,,,,,,,,,,
GIATEC SCIENTIFIC INC,,154418,4/7/2023,23-1862,,P,Imported GIATEC SCIENTIFIC INC,,"Giatec iCOR2 Measurement Unit USD $7,699",51050,"$11,910.58 ",,,,FRE,$0.00 ,B,2,0,24,0,"$11,910.58 ",,2610,2752
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimatum Pty Ltd T/A Miglic Macleod,,154419,1/7/2023,INV-3110,,P,Imported Optimatum Pty Ltd T/A Miglic Macleod,,"Initial site inspection, Review of documents and preparation of Structural Report",54400,"$5,500 ",,,,GST,$550 ,B,2,0,30,0,"$6,050 ",,1923,2327
,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Institute of Waterproofing Inc,,154421,1/7/2023,INV-2024-00,,P,Imported Australian Institute of Waterproofing Inc,,Annual membership fee 01/07/23 to 30/06/24,65170,$310 ,,,,N-T,$0.00 ,B,2,0,30,0,$310 ,,1996,2470
,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,154423,31/07/2023,546262,,P,Imported Suk Kyun Shin,,Office leaning July 23,61215,$850 ,,,,GST,$85 ,B,2,0,0,0,$935 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,
Ezy Rentals Pty Ltd,,154424,9/7/2023,39973,,P,Imported Ezy Rentals Pty Ltd,,Car rental 09/07/23 - 31/07/23,54500,"$2,290 ",,,,GST,$229 ,B,2,0,8,0,"$2,519 ",,2269,2528
,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,154425,1/8/2023,3510,,P,Imported Hightalk Pty Ltd,,"1300 number, Number, SIP line unlimited with support, Wireless Broadband data",61153,$362.73 ,,,,GST,$36.27 ,B,2,0,0,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,
Watertest Pty Ltd,,154426,10/7/2023,WI0721,,P,Imported Watertest Pty Ltd,,"Preparation and Analysis - Chloride, preparation - digest and pulverise",54300,$397 ,,,,GST,$39.70 ,B,2,0,22,0,$436.70 ,,2290,2539
,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Height Access Pty Ltd,,154427,31/07/2023,12170,,P,Imported Specialist Height Access Pty Ltd,,Labour and reporting Variation,54300,"$4,900 ",,,,GST,$490 ,B,2,0,2,0,"$5,390 ",,2532,2702
,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,154428,31/07/2023,146394098,,P,Imported Visy Recycling,,"Per Lift Fee for service, equipment rent",61215,$43.08 ,,,,GST,$4.31 ,B,2,0,2,0,$47.39 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Technology Solutions,,154430,31/07/2023,96356,,P,Imported Premier Technology Solutions,,Hp EB 830 C360 G10 I7-1355U 16GB-ONBOARD 512GB ,61151,"$2,920.69 ",,,,GST,$292.07 ,B,2,0,3,0,"$3,608.76 ",,5501,1863
Premier Technology Solutions,,154430,31/07/2023,96356,,P,Imported Premier Technology Solutions,,Fixed fee,61152,$360 ,,,,GST,$36 ,B,2,0,3,0,"$3,608.76 ",,5501,1863
,,,,,,,,,,,,,,,,,,,,,,,,,
Botany Access Pty Ltd,,154431,1/7/2023,B115157,,B,Imported Botany Access Pty Ltd,,"Operated Hire, 2x Safety Harness, 86 Diesel 4x4 Straight Boom",54300,"$2,800 ",,,,GST,$280 ,B,2,0,33,0,"$3,080 ",,2464,2663
,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Height Access Pty Ltd,,154432,31/07/2023,12171,,P,Imported Specialist Height Access Pty Ltd,,Working@ Heights / Rope Access Technician ,54300,"$4,480 ",,,,GST,$448 ,B,2,0,3,0,"$4,928 ",,2532,2702
