Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155222,14/03/2025,49469,,P,"HP EliteBook 830 G10 13.3"" Touchscreen Notebook - WUXGA - Intel\r\nCore i5 13th Gen i5-1335U - 16 GB - 512 GB SSD",61151,"$2,482.65 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$248.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,730.92 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155225,7/3/2025,19558830,,P,electricity 01/02/25 -28/02/25,66060,"$1,580.65 ",,,Purchase; Momentum Energy,,GST,$158.34 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,738.99 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASG EXCAL Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155226,28/03/2025,20250282,,P,"Job #18233\r\n1 x Calibration - PosiTest AT-A Automatic Adhesion Tester (S/N: AT15100, Asset #IEQ-000058)\r\n2 x Collection & Return Freight @ $40.00 + gst each way",51000,$335 ,,,Purchase; ASG EXCAL Pty Ltd,,GST,$33.50 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$368.50 ,,N00016,2931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155228,31/03/2025,SKY-000194,,P,Office Cleaning March 25,61215,$850 ,,,Purchase; Suk Kyun Shin,,GST,$85 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$935 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155229,31/03/2025,1XS7VG,,P,BYD registration 2025,61205,$233.50 ,,,Purchase; VicRoads,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$806.60 ,,5364,83
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155229,31/03/2025,1XS7VG,,P,BYD registration TAC,61205,$473.64 ,,,Purchase; VicRoads,,GST,$47.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$806.60 ,,5364,83
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155229,31/03/2025,1XS7VG,,P,BYD registration Insurance duty,61205,$52.10 ,,,Purchase; VicRoads,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$806.60 ,,5364,83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155230,10/3/2025,T311 Mar 25,,P,Mobile phone March 25,61153,"$1,601.45 ",,,Purchase; Telstra Corp,,GST,$160.28 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,761.73 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155231,31/03/2025,2512,,P,Director Fee 01/01/25 - 31/03/25,61060,"$6,250 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,250 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155232,1/3/2025,2-10011758999,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Apr 2025 to 30 Apr 2025,61290,$136.36 ,,,Purchase; MYOB Australia,,GST,$13.64 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$150 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155233,1/4/2025,INV-26121,,P,Sydney Office rent 01/04/2025-30/04/2025,66010,"$7,950 ",,,Purchase; STONE AND CHALK LIMITED,,GST,$795 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASE INVESTMENTS PTY LTD,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155234,1/4/2025,19414,,P,Service Life jackets,51000,$266 ,,,Purchase; CASE INVESTMENTS PTY LTD,,GST,$23.60 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$289.60 ,,2730,2830
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visy Recycling,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155235,31/03/2025,151421459,,P,Per Lift fee for service & Rent per month  01/03/2025-31/03/2025,61215,$56.08 ,,,Purchase; Visy Recycling,,GST,$5.61 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$61.69 ,,5510,1903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155236,31/03/2025,24757,,P,Photocopier Meterlage,61215,$39.54 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$3.96 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$43.50 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155237,1/4/2025,4652,,P,"1300 number, Number, SIP Line unlimited with support, Wireless Broadband Data",61153,$362.73 ,,,Purchase; Hightalk Pty Ltd,,GST,$36.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155238,31/03/2025,49501,,P,Microsoft Office 365 March 2025,61290,"$3,408.12 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$340.81 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,748.93 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155239,31/03/2025,49556,,P,Datto Backupify for March 2025,61290,$157.50 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$15.75 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$173.25 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOG,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155240,31/03/2025,202503ICMISC,,P,APMS 2 AWS Environment 01/01/2025 - 31/03/2025,61150,"$1,500 ",,,Purchase; AMOG,,GST,$150 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,650 ",,5017,482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155241,31/03/2025,49644,,P,MaxGuard Ultimate for April 2025,61150,"$3,490.50 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$349.05 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,839.55 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155242,31/03/2025,49550,,P,MaxGuard Security for March 2025,61150,$213.62 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$21.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$234.98 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dormakaba Australia Pty ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155246,27/03/2025,05VC1322114,,P,Front door maintenance,61250,$495 ,,,Purchase; Dormakaba Australia Pty ltd,,GST,$49.50 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$544.50 ,,1829,2293
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155248,17/03/2025,Tesla 2025,,P,Tesla 2025 Registration SD,61200,$52.10 ,,,Purchase; VicRoads,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$806.60 ,,5364,83
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155248,17/03/2025,Tesla 2025,,P,Tesla 2025 Registration ,61200,$233.50 ,,,Purchase; VicRoads,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$806.60 ,,5364,83
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155248,17/03/2025,Tesla 2025,,P,Tesla 2025 Registration,61200,$473.64 ,,,Purchase; VicRoads,,GST,$47.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$806.60 ,,5364,83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redrawn Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155249,9/4/2025,INV-0371,,P,"Initial Coordination, Drafting Manual Review, Title blovk Review, Electrical mock up, Drafting",54400,"$4,500 ",,,Purchase; Redrawn Pty Ltd,,GST,$450 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$4,950 ",,N00017,2935
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155252,14/04/2025,13,,P,Water bill from 13/01/2025 to 08/04/2025,66090,$536.06 ,,,Purchase; Ian Godson Superannuation Fund,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$536.06 ,,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155253,19/04/2025,1016779,,P,Rental fee Unit 034 from 26/04/25 to 25/05/25,61250,$163.64 ,,,Purchase; Monash Self Storage Centre,,GST,$16.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$180 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155254,8/4/2025,19714763,,P,Electricity 01/03/25 - 31/03/25,66060,"$1,407 ",,,Purchase; Momentum Energy,,GST,$140.93 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,547.93 ",,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Godson Superannuation Fund,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155255,1/5/2025,14,,P,Office Rent May 2025,66010,"$11,051.04 ",,,Purchase; Ian Godson Superannuation Fund,,GST,"$1,105.11 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$12,156.15 ",,5157,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155257,10/4/2025,T311 Apr 25,,P,Mobile phone ,61153,"$1,573.03 ",,,Purchase; Telstra Corp,,GST,$154.44 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,727.47 ",,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155258,1/4/2025,21792565,,P,Billing period 01 Mar 25 to 31 Mar 25,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suk Kyun Shin,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155259,30/04/2025,SKY-000209,,P,"Office Cleaning April 25  Dated 5th, 12th 19th and 26th",61215,$680 ,,,Purchase; Suk Kyun Shin,,GST,$68 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$748 ,,2238,2508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chillidonut,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155260,28/04/2025,web0048,,P,Custom Application Development,51500,"$2,000 ",,,Purchase; Chillidonut,,GNR,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,000 ",,5394,661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155261,1/5/2025,2-10012008697,,P,MYOB AccountRight Live Plus Recurring Subscription 01 May 2025 to 31 May 2025,61290,$136.36 ,,,Purchase; MYOB Australia,,GST,$13.64 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$150 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightalk Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155262,1/5/2025,4712,,P,"1300 number, Number, SIP line unlimited with support, Wireless Broadband Data",61153,$362.73 ,,,Purchase; Hightalk Pty Ltd,,GST,$36.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$399 ,,2099,2429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155263,29/04/2025,INV-8092,,P,"Lawn mowing, gardening, weeding, weed spraying and blowing of car parks on 29/04/2025",61250,$100 ,,,Purchase; Corinella Pty LTd - Jim's mowing,,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$110 ,,1693,2191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155264,30/04/2025,621388999,,P,Stationery,61215,$165.71 ,,,Purchase; Officeworks,,GST,$16.57 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155271,2/5/2025,443523086,,P,GAS Pariod 28/02/25 to 30/04/25,66030,$68.47 ,,,Purchase; AGL,,GST,$6.85 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155272,1/5/2025,21937206,,P,Recurring charges 01/04/2025 -30/04/2025,61155,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE AND CHALK LIMITED,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155273,1/5/2025,INV-26452,,P,Sydney Office Rent from 01/05/2025 -31/05/2025,66010,"$7,950 ",,,Purchase; STONE AND CHALK LIMITED,,GST,$795 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,745 ",,2653,2778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155276,29/04/2025,49863,,P,Microsoft Office 365 for April 2025,61150,"$3,415.32 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$341.53 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,756.85 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155277,29/04/2025,49822,,P,Microsoft 365 Annual 2024-2025,61150,$702.65 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$70.27 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$772.92 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155278,29/04/2025,49864,,P,Datto Backupify,61150,$180 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$18 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$198 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155279,29/04/2025,49862,,P,MaxGuard Security,61150,$205.15 ,,,Purchase; Maxsum Solutions Pty Ltd,,GST,$20.52 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$225.67 ,,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,X,155280,5/5/2025,50077,,P,Implement SharePoint Archving,61152,"$1,915.88 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$191.59 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,107.47 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Energy,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,X,155282,8/5/2025,19864945,,P,electricity 01/04/25 - 30/04/25,66060,"$1,004.88 ",,,Purchase; Momentum Energy,,GST,$100.65 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,5423,875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,X,155283,9/5/2025,621557706,,P,Stationery,61215,$81.82 ,,,Purchase; Officeworks,,GST,$8.18 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,X,155284,13/05/2025,621602631,,P,Sit-Stand Desk,61215,$286.37 ,,,Purchase; Officeworks,,GST,$28.64 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxsum Solutions Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155285,2/5/2025,49949,,P,MaxGuard Ultimate,61150,"$3,627 ",,,Purchase; Maxsum Solutions Pty Ltd,,GST,$362.70 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,989.70 ",,2643,2775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash Self Storage Centre,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155287,19/05/2025,1017099,,P,Rental Fee Unit 034 26/05/25 - 25/06/25,61250,$163.64 ,,,Purchase; Monash Self Storage Centre,,GST,$16.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,2292,2542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Corp,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155288,22/05/2025,T311 May 25,,P,Mobile phones,61153,"$1,593.03 ",,,Purchase; Telstra Corp,,GST,$154.44 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,5330,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinella Pty LTd - Jim's mowing,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,155291,23/05/2025,INV-8365,,P,"Lawn mowing, gardening, weeding, weed spraying and blowing of car parks on 20/05/25",61250,$100 ,,,Purchase; Corinella Pty LTd - Jim's mowing,,GST,$10 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$0.00 ,,1693,2191
