Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables,,
MDP022,NPI&NGER Reporting 2015,ENV,D,,,0%,,,,,Y,Y,,
WTR004,Technical Writing,OHS,D,Tech Writing for Development of HSE standards & review of HSE procedures,,0%,,,,,Y,Y,,
PCA013,Administration Support,mis004,D,,,0%,,,,,Y,Y,,
YAR015,HSEQ integration&mobiliza,OHS,D,HSEQ Integration and mobilization for TAN plant,,0%,,,,,Y,Y,,
TAF001,ESEC PHII Mid Term review,SEA,D,,,0%,,,,,Y,Y,,
RPL306,Kelvin Victor,TRA,D,,,0%,,,,,Y,Y,,
YAR014,TAN Plant TMP,OHS,D,,,0%,,,,,Y,Y,,
DKL001,Social Support,ENV,D,,,0%,,,,,Y,Y,,
MDP021,HSEC Audit-Jack Hills,ENV,D,,,0%,,,,,Y,Y,,
HPS002,Biodiversity Mgt Plan,ENV,D,For Hawnge Power Station,,0%,,,,,Y,Y,,
DAP010,Ichthys EHS Audit-Oct 15,ENV,D,,,0%,,,,,Y,Y,,
PER005,Soil Sampling,ENV,D,,,0%,,,,,Y,Y,,
MET002,Safety Incident review,OHS,D,,,0%,,,,,Y,Y,,
DAP011,DS LNG LESC&ESHS Monitori,ENV,D,,,0%,,,,,Y,Y,,
MMA013,Marine Monitoring&Reporti,ENV,D,,,0%,,,,,Y,Y,,
CER069,11 SOA Chevron,TRA,D,10-11 Nov 15,,0%,,,,,Y,Y,,
FUT012,Vessel IMS Management,ENV,D,Vessel IMS Management and advice,,0%,,,,,Y,Y,,
IFS004,Further Assistance SMS,TEC,D,,,0%,,,,,Y,Y,,
CCW002,Health & Safety Review,OHS,D,,,0%,,,,,Y,Y,,
RPL307,Paula May ( DTZ),TRA,D,Advanced Dip WHS,,0%,,,,,Y,Y,,
BGA006,ICMC Recert Audit,ENV,D,Porgera Mine,,0%,,,,,Y,Y,,
PBM008,ICMC recertificationAudit,ENV,D,Ban Houayxai Goil-Silver Project,,0%,,,,,Y,Y,,
MLS001,Tower crane incident,OHS,D,,,0%,,,,,Y,Y,,
RPL308,Chris Coutinho,TRA,D,,,0%,,,,,Y,Y,,
CER070,7 SOA for Chevorn,TRA,D,7-Dec-15,,0%,,,,,Y,Y,,
NEM001,Lihir Env assessment,ENV,D,,,0%,,,,,Y,Y,,
OYT021,HSE support,SEA,D,,,0%,,,,,Y,Y,,
FUT013,ENV support-WEL-GWF2,ENV,D,ENV support-WEL-GWF2,,0%,,,,,Y,Y,,
FUT014,BHP Pyrenees Phase 3,ENV,D,ENV support at BHP Pyrenees Phase 3,,0%,,,,,Y,Y,,
FCH001,ENV Baseline for CHP5,SEA,D,,,0%,,,,,Y,Y,,
NEM002,Bonikro Cyanide Code,ENV,D,Cyanide Code compliance advice and gap assessment,,0%,18/01/2016,,Marc Barendrecht,,Y,Y,,
RPL309,John Awege,TRA,D,candidates for OYT021, FOC,,0%,,,,,Y,Y,
IFC007,water Monitoring Training,SEA,D,,,0%,,,,,Y,Y,,
GFA002,ICMC RecertificationAudit,ENV,D,Agnew Mine Site 2016,,0%,,,,,Y,Y,,
360001,HSEQ Process Support,OHS,D,,,0%,,,,,Y,Y,,
EVM002,ICMC audit AdditionalWork,ENV,D,Cowal Mine site - Additional job for EVM001,,0%,,,,,Y,Y,,
NHM002,Cyanide code variation,ENV,D,Gosowong Mine,,0%,,,,,Y,Y,,
GSR001,Safety System Development,OHS,D,,,0%,,,,,Y,Y,,
CER071,9 SOA Chevron,TRA,D,3-4 FEb 2016,,0%,,,,,Y,Y,,
WAS003,HSEQ Doc for transfer,TEC,D,Technical Support for HSEQ documentations for transfer,,0%,,,,,Y,Y,,
MRW002,Traffic Mgt Plan Audit,OHS,D,,,0%,,,,,Y,Y,,
WTR005,Change Mgt Procedure,OHS,D,,,0%,,,,,Y,Y,,
NBD020,David Tilbury,TRA,D,,,0%,,,,,Y,Y,,
YAR016,TAN plant permit to work,OHS,D,,,0%,,,,,Y,Y,,
HAR012,PMP submission,ENV,D,,,0%,,,,,Y,Y,,
ALS002,HSEQ Tech Support,TEC,D,,,0%,,,,,Y,Y,,
AUM001,SMP development-Phase1,OHS,D,,,0%,,,,Auctus Resources Pty Ltd,Y,Y,,
RPL310,Graham Sharpe,TRA,D,Dip in Quality Auditing,,0%,,,,,Y,Y,,
NBD021,Aqeel Yousaf,TRA,D,,,0%,,,,,Y,Y,,
EBR012,E&S Audit & assessment,SEA,D,Zasag Chandmani Mines,,0%,,,,,Y,Y,,
NEW009,Annual Compliance audit,ENV,D,Kwinana Power Plant,,0%,,,,,Y,Y,,
FCH002,Raw water sampling&testin,SEA,D,,,0%,,,,,Y,Y,,
LBI001,ENVassessment-INVESTCo-op,SEA,D,,,0%,,,,,Y,Y,,
TAF003,Dev of Soum EMP,SEA,D,,,0%,,,,,Y,Y,,
RPL311,Elizabeth Cornelissen,TRA,D,,,0%,,,,,Y,Y,,
NBD022,Paul Edwards,TRA,D,,,0%,,,,,Y,Y,,
WTR006,Health Monitoring Procedu,OHS,D,,,0%,,,,,Y,Y,,
MRW004,Traffic site Audit,OHS,D,Audit on 20160315 Mitchell Freeway Extn Site Safety Audit,,0%,,,,,Y,Y,,
AUM003,Site Risk Workshop,OHS,D,,,0%,,,,,Y,Y,,
WHG004,HSE support @WHG office,OHS,D,,,0%,,,,,Y,Y,,
KML010,StevedoringServ Licence,ENV,D,Independent Audit- Stevedorng Service Licence 2016,,0%,,,,,Y,Y,,
EQABHP,BHP Certification Audit,Assurance,D,,,0%,,,,Sustainability Assurance Services Pty Ltd,N,Y,,
MDP023,NGERS&NPI Reporting 2016,ENV,D,,,0%,,,,,Y,Y,,
MDP024,Mining Tenement&EMS,ENV,D,Jack hills Mine,,0%,,,,,Y,Y,,
MDP025,2016 Annual Risk Wshop,ENV,D,Jack Hills Mine,,0%,,,,,Y,Y,,
WBC004,Assist RTIO Qual Process,TEC,D,,,0%,,,,,Y,Y,,
NMO001,NT Mining Operations,ENV,D,Newmarket Gold,,0%,,,,,Y,Y,,
AUM004,General HSE Support,OHS,D,,,0%,,,,,Y,Y,,
OYT016b,Anitpoaching 2016Variatio,SEA,D,,,0%,,,,,Y,Y,,
OYT022,BiodiversityMonitor2016,SEA,D,,,0%,,,,,Y,Y,,
JHG029,Prison Audit,OHS,D,,,0%,,,,,Y,Y,,
EBR013,Shalkiya Zinc GapAnalysis,ENV,D,,,0%,,,,,Y,Y,,
IFS002,Safety System Support,TEC,D,,,0%,,,,,Y,Y,,
LAC053,Lead Auditor Course May16,TRA,D,,,0%,,,,,Y,Y,,
ADB002,ESS-Southern Gas,ENV,D,,,0%,,,,,Y,Y,,
CER072,SOA Chevron:Grant Gibbs,TRA,D,,,0%,,,,,Y,Y,,
FUT015,Marine Mammal Observer,ENV,D,,,0%,,,,,Y,Y,,
EQAGEC,GCO Electrical Cert Audit,Assurance,D,,,0%,,,,Sustainability Assurance Services Pty Ltd,N,Y,,
WHG005,HSE Support-Dugald River,OHS,D,,,0%,,,,,Y,Y,,
AUM005,Review&Update site HSMP,OHS,D,,,0%,,,,,Y,Y,,
QAN001,Contractor WHS Mgmt Frmwk,OHS,D,,,0%,,,,,Y,Y,,
KML011,MS Audit 2016,ENV,D,,,0%,,,,,Y,Y,,
DAP012,Ichthys June 2016,ENV,D,,,0%,,,,,Y,Y,,
GFA003,Cyanide Audit-GrannySmith,ENV,D,16-Sep,,0%,,,,,Y,Y,,
AUM006,ENV&HSE support,ENV,D,Sarah Connelly,,0%,,,,,Y,Y,,
CER073,SOA Mal Gandini,TRA,D,,,0%,,,,,Y,Y,,
BAC001,Stage2-Shah Deniz Proj,ENV,D,Bank of China,,0%,,,,,Y,Y,,
CER074,13 SOA for Chevron,TRA,D,21-22 June 2016,,0%,,,,,Y,Y,,
AUM009,Senior Site SafetyAdvisor,OHS,D,June -Oct 2016 Marty Karow,,0%,,,,,Y,Y,,
QAN003,HSEsupport@Brisbane airpo,OHS,D,,,0%,,,,,Y,Y,,
EQAABM,ABIM Annual Survelliance,Assurance,D,,,0%,,,,Sustainability Assurance Services Pty Ltd,N,Y,,
RPL312,8EPNX2QD2 Paulo Francisco,TRA,D,Dip of Work Health & Safety,,0%,,,,,Y,Y,,
LAC054,Lead Auditor Course-CHode,TRA,D,16-Jul,,0%,,,,,Y,Y,,
GRR001,Develop Remote Tvl Std,OHS,D,,,0%,,,,,Y,Y,,
LAC055,LAC course:South32,TRA,D,16-Jul,,0%,,,,,Y,Y,,
CER075,Julieanne Mills,TRA,D,Certificate reprint,,0%,,,,,Y,Y,,
FCH003,Amendment to FCH001,SEA,D,,,0%,,,,,Y,Y,,
AVE000,Avetta Contract Support,TEC,D,,,0%,,,,,Y,Y,,
AUM011,Nativetitle field inspect,ENV,D,,,0%,,,,,Y,Y,,
MRW005,TMP Audit20160722,OHS,D,,,0%,,,,,Y,Y,,
CER076,Jeff Summers,TRA,D,,,0%,,,,,Y,Y,,
PBM009,Lead Auditor Training,TRA,D,16-Sep,,0%,,,,,Y,Y,,
OMS002,Cyanide CC Recert Audit,ENV,D,Yarwun site Sept 2016,,0%,,,,,Y,Y,,
BGC010,NI 43-101 Std Compliance,SEA,D,Centerra Gold Mongolia,,0%,,,,,Y,Y,,
GTS002,Internal Audit-ISO9001QMS,Assurance,D,,,0%,,,,,Y,Y,,
ALN001,Tech Assistance,SEA,D,For Gatsuurt Mine Road Upgrade & Traffic Management,,0%,,,,,Y,Y,,
DKL002,Response to SEIA Feedback,ENV,D,,,0%,,,,,Y,Y,,
GRR002,Dev of 6 Standards,OHS,D,,,0%,,,,,Y,Y,,
EQABMC,Ballem Civil Certificatn,Assurance,D,,,0%,,,,Sustainability Assurance Services Pty Ltd,N,Y,,
HAR013,Noise & Dust monitoring,ENV,D,,,0%,,,,,Y,Y,,
EBR014,ENV&Social Due Diligence,ENV,D,TANAP Project,,0%,,,,,Y,Y,,
GEO014,GAP Analysis of HSEQ Sys,OHS,D,,,0%,,,,,Y,Y,,
HAR014,Essential HSE Documentn,ENV,D,,,0%,,,,,Y,Y,,
SAM001,H&S (WHS) improv Proj,OHS,D,Salini Impregilo,,0%,,,,,Y,Y,,
LLE009,Safety Serv support GFF,TEC,D,,,0%,,,,,Y,Y,,
GRR003,Development of 14OHS Stds,OHS,D,,,0%,,,,,Y,Y,,
PCA015,Vinciguerra Secondment,OHS,D,ALy Vinciguerra seconded to Avetta from 12/9/16,,0%,12/9/2016,,,,Y,Y,,
DAP013,EH&S support-Luwuk,ENV,D,,,0%,,,,,Y,Y,,
WSE028,2016 Gas Plant Audits,ENV,D,Karratha & Pluto Gas Plants,,0%,,,,,Y,Y,,
NMC026,PreCert Audit Boddington,ENV,D,2016,,0%,,,,,Y,Y,,
PCA016,Avetta CSR training,TEC,D,,,0%,,,,,Y,Y,,
PCA014,PICS Annual Audits,TEC,D,Scheduled re-audits,,0%,,,,,Y,Y,,
GRR004,Development of 10ENV Stds,ENV,D,,,0%,,,,,Y,Y,,
CER077,Dean Harvey,TRA,D,Cert replacement,,0%,,,,,Y,Y,,
CER078,Daley Walker :Replacement,TRA,D,Cert Replacement,,0%,,,,,Y,Y,,
NBD023,NEBOSH Mongolian Candts,TRA,D,16-Dec,,0%,,,,,Y,Y,,
WHG006,Safety Advisor-BHPB IO,OHS,D,BHPB IO Area C construction,,0%,,,,,Y,Y,,
CER079,AMMA,TRA,D,,,0%,,,,,Y,Y,,
WHG007,BHP AreaC ICAM Investigtn,OHS,D,,,0%,,,,,Y,Y,,
WHG007a,AreaC Lessons learned w/s,OHS,D,,,0%,,,,,Y,Y,,
CER080,Mark Kingston,TRA,D,,,0%,,,,,Y,Y,,
LAC056,Chris Hales ,TRA,D,16-17/11/16,,0%,,,,,Y,Y,,
CCW003,MSIA section 45 Audit,OHS,D,,,0%,,,,,Y,Y,,
MMA014,MarineMonitoring16-17,ENV,D,,,0%,,,,,Y,Y,,
EQAUWF,United Welding Force Pty,Assurance,D,Equal Assurance audit work,,0%,15/11/2016,,,Sustainability Assurance Services Pty Ltd,N,N,,
EQAWDR,Welldrill,Assurance,D,Certification audits,,0%,1/7/2016,,,Sustainability Assurance Services Pty Ltd,N,N,,
EQAWEV,Western Environmental,Assurance,D,Certification audits,,0%,,,,Sustainability Assurance Services Pty Ltd,N,N,,
LAC057,LAC Troy Griffiths,TRA,D,21-Nov-16,,0%,,,,,Y,Y,,
MRW006,TMP audits Nicholson Rd,OHS,D,,,0%,,,,,Y,Y,,
KWI003,IMS systems Support,OHS,D,,,0%,,,,,Y,Y,,
KWI004,HSE Coordinator,OHS,D,,,0%,,,,,Y,Y,,
MDP026,Mine closure Risk W/shop,ENV,D,Jack Hills Mine Site,,0%,,,,,Y,Y,,
YAR018,Monitoring Proc&WI review,ENV,D,,,0%,,,,,Y,Y,,
HYL001,RAH proj completion wshop,OHS,D,Adelaid,,0%,,,,,Y,Y,,
AUM012,ENV professional Support,ENV,D,Andrew Skele,,0%,,,,,Y,Y,,
YAR020,Assist prep- enqiry Subm,ENV,D,,,0%,,,,,Y,Y,,
BCO001,Mapping&prep of approvals,ENV,D,,,0%,,,,,Y,Y,,
KML012,Independent Audit,ENV,D,against Plans & sytems,,0%,,,,,Y,Y,,
BCO002,Review of draft procedure,ENV,D,,,0%,,,,,Y,Y,,
CER081,Samuel Kelly,TRA,D,re-issue Cert IV Frontline Mgt,,0%,,,,,Y,Y,,
INS001,Qlty Mgmt SysDevelopment,OHS,D,,,0%,,,,,Y,Y,,
DAP014,Ichthys IESC audit Mar17,ENV,D,,,0%,,,,,Y,Y,,
REW001,Conveyor Proj Coordinatn,TEC,D,,,0%,,,,,Y,Y,,
NEW010,2017 Comp audit,ENV,D,Kwinana Power Plant,,0%,,,,,Y,Y,,
PGA001,PGA 2017 event risk revw,OHS,D,,,0%,,,,,Y,Y,,
GBS001,Armadale Aqua slide Compl,OHS,D,Armadale Aqua slide Compliance,,0%,,,,,Y,Y,,
SCE002,Citic WINs,OHS,D,,,0%,,,,,Y,Y,,
WHG008,Internal Audit Review,OHS,D,,,0%,,,,,Y,Y,,
BGC011,AcidRock Drainage&Metal,SEA,D,AcidRock Drainage&Metal Leaching,,0%,,,,,Y,Y,,
BGC012,Sitewide Water Mgmt Study,SEA,D,,,0%,,,,,Y,Y,,
ZAC001,ENV&Social services-DEIA,SEA,D,,,0%,,,,,Y,Y,,
FUT016a,Inpex IMR Support,ENV,D,,,0%,,,,,Y,Y,,
IFC008,Gwater Mgmt&monitoring,SEA,D,Groundwater Mgmt&monitoring Training 2017,,0%,,,,,Y,Y,,
WCP003,Safety Advisor support,OHS,D,,,0%,,,,,Y,Y,,
AUM013,Tech Writer Support,OHS,D,,,0%,,,,,Y,Y,,
FUT016,Ongoing ENV Services,ENV,D,on Icthys IMR Project,,0%,,,,,Y,Y,,
OYT016C,AntiPoaching V2017,SEA,D,,,0%,,,,,Y,Y,,
WCP004,HSE Prequal Sys support,OHS,D,,,0%,,,,,Y,Y,,
BCO003,Review of Submission,ENV,D,to Dept of PArks & Wildlife,,0%,,,,,Y,Y,,
TRA003,Exemplar Global Complianc,TRA,D,,,0%,,,,,Y,Y,,
TRA004,AQSA Compliance,TRA,D,,,0%,,,,,Y,Y,,
AGA004,Tropicana Cyanide audits,ENV,D,20/3/17 to 20/3/20,,0%,,,,,Y,Y,,
XML001,Social Strategy w/Shop,SEA,D,Xanadu Mines Ltd,,0%,,,,,Y,Y,,
BAC001a,Shah Deniz E&S site visit,ENV,D,option 2 task 3 of BAC001 contract,,0%,,,,,Y,Y,,
MMA015,Relinquishment Lots29-31,ENV,D,,,0%,,,,,Y,Y,,
WCP005,Error reductn-Chemical Pr,OHS,D,Principal support for error reduction of Chemical procurement process,,0%,,,,,Y,Y,,
WHG009,NSW OHS Review,OHS,D,,,0%,,,,,Y,Y,,
MET003,Western Power Tender Revw,OHS,D,,,0%,,,,,Y,Y,,
EQAAMC,AMCAP Survelliance Audit,Assurance,D,,,0%,,,,,N,Y,,
ARM006,Stkholder mapping,survey,SEA,D,Stakeholder mapping, perception survey and management plan,,0%,,,,,Y,Y
ADC002,Due Diligence-Land Acqtn,SEA,D,,,0%,,,,,Y,Y,,
SYN001,ERP audits-Synergy Sites,OHS,D,,,0%,,,,,Y,Y,,
CAP023,Legal Register review,ENV,D,,,0%,,,,,Y,Y,,
RPL313,Steve Poynter,TRA,D,Dip in WHS,,0%,,,,,Y,Y,,
OVE001,ENV Management Plan,ENV,D,,,0%,,,,,Y,Y,,
MMA016,Contaminated SiteData Rev,ENV,D,,,0%,,,,,Y,Y,,
MMA017,Sediment Sampling@MMS6&7,ENV,D,,,0%,,,,,Y,Y,,
WHG010,Acting HSEQ Mgr Support,OHS,D,,,0%,,,,,Y,Y,,
NHM003,Goswong Cyanide audit,ENV,D,17-Jun,,0%,,,,,Y,Y,,
RMI002,Cyanide Code Audit2017,ENV,D,Hindusthan Chemicals Company,,0%,,,,,Y,Y,,
SGC001,E&S Safeguard Consulting,ENV,D,2017,,0%,,,,,Y,Y,,
CER082,Michael Flynn(Chevron),TRA,D,EMIT Emergency REspponse SOA,,0%,,,,,Y,Y,,
ILR002,Puttalam Proj Review,ENV,D,Puttalam Proj Flora & Fauna Review May 2017,,0%,,,,,Y,Y,,
SPO000,Spotless Contract Admin,OHS,D,,,0%,,,,,Y,Y,,
PCH001,Risk Management Workshop,OHS,D,Perth Children Hospital,,0%,,,,,Y,Y,,
HBA001,Hazardous incident review,OHS,D,,,0%,,,,,Y,Y,,
YAR024,TAN Plant Permit Assist,ENV,D,,,0%,,,,,Y,Y,,
YAR023,Conceptual HydrogeoModel,ENV,D,,,0%,,,,,Y,Y,,
BGC013,NI43-101 Std Compliance,SEA,D,NI43-101 Std Compliance Amendment,,0%,,,,,Y,Y,,
SPO001,Spotless Audits WA,OHS,D,,,0%,,,,,Y,Y,,
SPO002,Spotless Audits SA,OHS,D,,,0%,,,,,Y,Y,,
SPO003,Spotless Audits NSW,OHS,D,,,0%,,,,,Y,Y,,
SPO004,Spotless Audits -ACT,OHS,D,,,0%,,,,,Y,Y,,
CBH001,Safety support Mtce&s/dwn,OHS,D,Saftey Support for Mainteance and shut down programs,,0%,,,,,Y,Y,,
YAR025,Tech Writer-Port Operatns,OHS,D,,,0%,,,,,Y,Y,,
ERT012,S/Term calloff HSEAdvisor,TEC,D,Shepperton VIC,,0%,,,,,Y,Y,,
YAR026,Revw of ICAM Incident Inv,OHS,D,Review of ICAM Methodology Incident Investigation,,0%,,,,,Y,Y,,
RIC001,Awareness Training,OHS,D,Awareness training for role to deliver Electrical Procedure,,0%,,,,,Y,Y,,
YAR018a,Monitoring&WI review,ENV,D,,,0%,,,,,Y,Y,,
ASB001,Rev of Legal comp registe,ENV,D,,,0%,,,,,Y,Y,,
GFA004,Mill Tainings Sampling,ENV,D,Mill Tainings Sampling Analysis Plan- Granny Smith Mine,,0%,,,,,Y,Y,,
PCA017,Aurizon uplift audits,TEC,D,,,0%,,,,,Y,Y,,
KWI005,ICAM for Crane Topple,OHS,D,,,0%,,,,,Y,Y,,
OYT026,ARO estimate Q2 2017,SEA,D,,,0%,,,,,Y,Y,,
LAC058,Internal LACcourse-June17,TRA,D,,,0%,,,,,Y,Y,,
OYT025,Rangeland Metrics,SEA,D,,,0%,,,,,Y,Y,,
KML013,MS Audit 2017,ENV,D,,,0%,,,,,Y,Y,,
KCG003,Cyanide Code pre-recert,ENV,D,Cyanide Code pre-recertification Audit,,0%,,,,,Y,Y,,
RPL314,Brett Pascoe (Newmont),TRA,D,,,0%,,,,,Y,Y,,
TOL001,2016-17 MS535 ACR,ENV,D,2016-17 Ministerial Statement 535 Annual Compliance Report,,0%,,,,,Y,Y,,
MRW007,CPS 818 Audits,ENV,D,,,0%,,,,,Y,Y,,
DEN001,HSE Coordinator Support,OHS,D,,,0%,,,,,Y,Y,,
HAR015,Rev: of PMP Submission,ENV,D,,,0%,,,,,Y,Y,,
360002,Container Incident,OHS,D,,,0%,,,,,Y,Y,,
YAR027,Principal HSE Advisor Spt,OHS,D,,,0%,,,,,Y,Y,,
AUM015,DGregulations requirement,ENV,D,,,0%,,,,,Y,Y,,
FDA006,Nightshift Safety advisor,TEC,D,,,0%,,,,,Y,Y,,
CBH002,Merrinden shutdown,OHS,D,,,0%,,,,,Y,Y,,
IMS001,Rewv Existing Mining Prop,ENV,D,,,0%,,,,,Y,Y,,
MEL001,Perth Stadium Tender,OHS,D,Tender Submission for Lloyd Events,,0%,,,,,Y,Y,,
SYN003,Security framewk review,OHS,D,,,0%,,,,,Y,Y,,
IFC009,Secretariat Services,SEA,D,for mining,communication and water management roundtable meetings,,0%,,,,,N,Y,
EAP001,Hydrological Services,SEA,D,Large Scale Ground based PV Plant,,0%,,,,,Y,Y,,
NMC027,Dangerous Gds Audits,ENV,D,Dangerous Goods Supply Chain Due Diligence Audits,,0%,,,,,Y,Y,,
CER083,2 SOAs Truscott,TRA,D,ROC Oil /Upstream Production Solutions,,0%,,,,,Y,Y,,
EBR015,TANAP Monitoring,ENV,D,,,0%,,,,,Y,Y,,
EBR016,TANAP Public Consultation,ENV,D,,,0%,,,,,Y,Y,,
MRW008,Old Mandurah Bridge TMP,OHS,D,,,0%,,,,,Y,Y,,
DRP001,Cyanide TransportTraining,SEA,D,,,0%,,,,,Y,Y,,
OYT027,Non Mineral WasteStrategy,SEA,D,,,0%,,,,,Y,Y,,
NHM004,NHM003 Variation,ENV,D,Gap for Supply chain Sudit,,0%,,,,,Y,Y,,
EBR017,SD2 ESMP disclosure,ENV,D,Shsh Dianz Stage 2,,0%,,,,,Y,Y,,
DEN002,ITP/ITR Dev for RAAF Proj,OHS,D,,,0%,,,,,Y,Y,,
EBR018,Acacia Mine  E&S Audit,ENV,D,,,0%,,,,,Y,Y,,
YAR028,MS 586 Audit,ENV,D,,,0%,,,,,Y,Y,,
SSP001,Sainshand Park E&S,SEA,D,,,0%,,,,,Y,Y,,
CBH003,Mtce safety support,OHS,D,,,0%,,,,,Y,Y,,
YAR029,TAN PTW System Support,OHS,D,,,0%,,,,,Y,Y,,
OYT028,Socio-economic Impact,SEA,D,Socio-economic Impact on Railroad fence removal,,0%,,,,,Y,Y,,
WEL004,Mgt sys upgrade2015&55001,OHS,D,,,0%,,,,,Y,Y,,
EMA001,Update mine proposal,ENV,D,Update mine proposal to 2016 guidlines,,0%,,,,,Y,Y,,
MDP027, NGER&NPI Review 2017,ENV,D,,,0%,,,,,Y,Y,,
OYT029,3 AROs & ADM 2017,SEA,D,,,0%,,,,,Y,Y,,
GME001,Desktop Review,ENV,D,Desktop Review of ENV documentation ( Nickle-Cobalt Project),,0%,,,,,Y,Y,,
MMA018,ENV Liscense Assist,ENV,D,,,0%,,,,,Y,Y,,
YAR031,Assessment:Crop Nutrition,OHS,D,,,0%,,,,,Y,Y,,
OYT030,HSE Coach,SEA,D,David Bowley,,0%,,,,,Y,Y,,
DAP015,Ichthys IESC Audit Oct17,ENV,D,,,0%,,,,,Y,Y,,
YAR030,Tech Writer Berth Permit,OHS,D,,,0%,,,,,Y,Y,,
BAC002,Desktop audit shah Deniz,ENV,D,,,0%,,,,,Y,Y,,
BGC012a,Amendment-Water Mgt Revw,SEA,D,,,0%,,,,,Y,Y,,
NHM005,Gosowong ICMI Audit2018,ENV,D,,,0%,,,,,Y,Y,,
YAR032,Compliance&Proj Planning,ENV,D,,,0%,,,,,Y,Y,,
EBR019,GET Policy Framework,SEA,D,,,0%,,,,,Y,Y,,
CER084,2 SOAs Truscott,TRA,D,Jon Redbond&Ryan Sevelj,,0%,,,,,Y,Y,,
IFC010,Golden Drop Award,SEA,D,,,0%,,,,,Y,Y,,
PCA018,Training:Indonesia,TEC,D,Manual Audit training for Indonesia Personnels,,0%,,,,,Y,Y,,
MDP028,DG Licence Application,OHS,D,,,0%,,,,,Y,Y,,
EMM002,Phase-I 857b Abernathy Rd,ENV,D,Phase-I ENV assessment to 857b Abernathy Rd,,0%,,,,,Y,Y,,
WSE029,KGP MS Audit 2017,ENV,D,,,0%,,,,,Y,Y,,
YAR033,HSEQ Legal comp review,OHS,D,,,0%,,,,,Y,Y,,
DLA001,Advice -R.J Vincent Claim,OHS,D,,,0%,,,,,Y,Y,,
MMG001,Doc Writing,OHS,D,,,0%,,,,,Y,Y,,
MDP029,Tenement comp Audit,ENV,D,Jack Hills mine site,,0%,,,,,Y,Y,,
MRW009,New Loard St Project,OHS,D,,,0%,,,,,Y,Y,,
KCG004,ICMI Re-cert Audit2018,ENV,D,,,0%,,,,,Y,Y,,
CBH004,Tarping Contractor Audit,OHS,D,,,0%,,,,,Y,Y,,
LAC059,LAC South32 Jan2018,TRA,D,,,0%,,,,,Y,Y,,
HAR016,Optnal Noise&dustProgram,ENV,D,,,0%,,,,,Y,Y,,
MRW010,Toodyay Road,OHS,D,,,0%,,,,,Y,Y,,
ILR003,Marine ENV Bline study,ENV,D,Sari Lanka,,0%,,,,,Y,Y,,
MMA019b,Phase 2 SAQP-Site Relinqm,ENV,D,,,0%,,,,,Y,Y,,
SYN004,ENV Legal Audits,ENV,D,,,0%,,,,,Y,Y,,
PGA002,Event Risk Review2018,OHS,D,,,0%,,,,,Y,Y,,
GEO015,Mandurah traffic bridge,OHS,D,Safety Advisor:Mandurah traffic bridge construction,,0%,,,,,Y,Y,,
TOL002,Marine&ENV Reporting2018,ENV,D,,,0%,,,,,Y,Y,,
MMA019,Site Relinquishment,ENV,D,,,0%,,,,,Y,Y,,
MMA019c,Remediation:Phase2Fieldwk,ENV,D,,,0%,,,,,Y,Y,,
NLV001,HSE Ngt System Support,OHS,D,,,0%,,,,,Y,Y,,
HAN001,Investigation capability,OHS,D,Investigation capability support to response an incident,,0%,,,,,Y,Y,,
EVM003,ICMC Pre-recert Audit,ENV,D,ICMC Pre-recert Audit-Cowal Gold  Mine,,0%,,,,,Y,Y,,
NEW011,Annual Comp audit-2018,ENV,D,,,0%,,,,,Y,Y,,
NEM003,Transport ContractorAudit,ENV,D,,,0%,,,,,Y,Y,,
JAW001,SMP for Avetta,TEC,D,,,0%,,,,,Y,Y,,
RPL315,Zac Simpson -Phu Bia,TRA,D,,,0%,,,,,Y,Y,,
HAR018,AngloSaxon Mine closure,ENV,D,,,0%,,,,,Y,Y,,
HAR019,AngloSexon Annual ENV Rpt,ENV,D,,,0%,,,,,Y,Y,,
CER085,1 SOA Truscott,TRA,D,Stephen Gauld-Triangle Energy,,0%,,,,,Y,Y,,
REW002,Resolute Project Support,TEC,D,,,0%,,,,,Y,Y,,
MRW011,Ashton Ave bridge replcem,OHS,D,,,0%,,,,,Y,Y,,
YAR034,TAN H&S Field Support,OHS,D,,,0%,,,,,Y,Y,,
CBH005,Tech Support,OHS,D,Tech Support-Project Delivery Group,,0%,,,,,Y,Y,,
GEO016,Roy Hill Safety Advisor,OHS,D,,,0%,,,,,Y,Y,,
MMA019d,NGERS Deregistration Memo,ENV,D,,,0%,,,,,Y,Y,,
EMM003,LegalRequirement&Guidance,OHS,D,,,0%,,,,,Y,Y,,
SIC001,HSEQ system Audit,OHS,D,,,0%,,,,,Y,Y,,
SYN005,ICAM Report&ongoing supt,OHS,D,,,0%,,,,,Y,Y,,
APD002,HSEQ system study,OHS,D,,,0%,,,,,Y,Y,,
GFA005,Agnew Pre-recertAudit2018,ENV,D,,,0%,,,,,Y,Y,,
HAR020,MP amendment:PitExpansion,ENV,D,,,0%,,,,,Y,Y,,
YAR035,FIFO Safety Advisor,OHS,D,,,0%,,,,,Y,Y,,
HAR021,Yundamindera Contraints,ENV,D,Yundamindera Deep South  Contraints Assessment,,0%,,,,,Y,Y,,
