ContactName,AccountNumber,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,PhoneNumber,MobileNumber,FaxNumber,EmailAddress,Website,SAAttentionTo,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,DueDateSalesTerm,TaxNumber,BankAccountNumber,BankAccountName,SalesAccount
 WACO Kwikform Ltd,WKF000,96 Armstrong Road,,,,Hope Valley,WA,6165,Australia,08 6279 3963,0418 670 400,,DGibbon@wacokwikform.com.au,,,,,,,,,,,2,,Unknown,,
 MTR Corporation (Sydney) SMCSW Pty Ltd,MTR001,Attn: Neil Donaldson,         Manager,"         Safety, Health, Environment & Quality",Level 3,North Sydney,NSW,2060,Australia,0481 107 451-Neil,,,ajubian@mtr.com.hk;neildonaldson@mtr.com.hk;jadieguo@mtr.com.hk,,,,,,,,,,,2,,Unknown,,
 Coil Group Pty Ltd,COG001,13b Weatherburn Way,,,,Kardinya,WA,6163,Australia,0439 702 869-Craig,0427 127 544-Brant,,finance@coilgroup.com.au;brant@coilgroup.com.au,,,,,,,,,,,2,,Unknown,,
 SRG Global Integrated Services Pty Ltd,SRG000,Level1,338 Barker Road,,,Subiaco,WA,6008,Australia,08 6400 7800,,,ap.gcs@srgglobal.com.au;vikki.stanley@srgglobal.com.au,,,,,,,,,,,4,,Unknown,,
 Bank of China Ltd,BAC001,London Branch,Attn: Agency Team,         1 Lothbury,London EC2R 7DB,,,,United Kingdom,+44 (0) 20 7282 8979,+44 (0) 20 7282 89713,,rhao.uk@bank-of-china.com,mkpan.uk@bank-of-china.com;syndicationloan@bank-of-china.com;loanadmin.uk@bank-of-china.com,,,,,,,,,,2,,Unknown,,
 Simcoa Operations Pty Ltd,SIM000,973 Marriott Road,,,,Wellesley,WA,6233,Australia,08 9780 6744,0418 932 552,,accounts@simcoa.com.au,davidmiles@simcoa.com.au,,,,,,,,,,2,,Unknown,,
 RPM Advisory Services Pty Ltd,RPM000,Level 2,295 Ann Street,,,Brisbane ,QLD,4000,Australia,08 9482 0700,0400 777 483,,egallina@rpmglobal.com,,,,,,,,,,,2,,Unknown,,
 Housing Authority,SPG001,ABN 56 167 671 885,C/- Satterley Property Group Pty Ltd,PO Box 1346,,West Perth,WA,6872,Australia,,,,invoices@satterley.com.au,,,,,,,,,,,4,,Unknown,,
 Community Resources Ltd,CRE000,PO Box 43,,,,Port Kembla,NSW,2505,Australia,0436 850 070,,,lizzy.smith@communityresources.org.au,,,,,,,,,,,2,,Unknown,,
 Mornington Peninsula Shire,MPS000,90 Besgrove Street,,,,Rosebud,VIC,3939,Australia,1300 850 600,,03 5986 6696,ap@mornpen.vic.gov.au,,,,,,,,,,,2,,Unknown,,
 Cape Utilities,CPE000,16 Kalamunda Road,,,,South Guilford,WA,6055,Australia,08 9379 6809,,,accounts@cape.com.au;p.scottcape.com.au,,,,,,,,,,,2,,Unknown,,
 Townsend International Tyres,TOT000,25 Townsend Street,,,,Malaga,WA,6090,Australia,08 9249 5722,,,info@townsendtyres.com.au,,,,,,,,,,,2,,Unknown,,
 Palazzo-Badenport Constructions,PAL000,229 Stirling Highway,,,,Claremont,WA,6010,Australia,08 9384 6100,,,ante.jujnovich@palazzohomes.com.au,,,,,,,,,,,2,,Unknown,,
 US Apparel & Textiles,UAT000,Attn: Mr. Abdul Jabbar Athar,3 KM Defence-Raiwind Road,,,Lahore ,,53700,Pakistan,+ 92 4235 340034,+92 3458 447651,,abduljabbar@usaparel.com,,,,,,,,,,,2,,Unknown,,
 East 33 Limited,EAST,"Level 30, Tower 2",200 Barangaroo Avenue,,,Sydney,NSW,2000,Australia,0431 747 277,,,gb@east33.sydney;hanan@east33.sydney,www.east33.sydney,Mr,,,,,,,,,2,,Unknown,,4-1030
 Wilson Security,WIL001,Level 3 Unit 309,14-16 Lexington Drive,,,Bella Vista,NSW,2153,Australia,02 8646 3453,0401 562 072,,crystal.murphy@wilsonsecurity.com.au,,,,,,,,,,,2,,Unknown,,
 S Billing & Associates Pty Ltd,BIL000,Suite 29,18 Stirling Highway,,,Nedlands,WA,6009,Australia,08 9386 6337,0419 859 314,,simon@sbilling.com.au;admin@sbilling.com.au,,,,,,,,,,,2,,Unknown,,
 The Perth Mint,PMI000,Gold Corporation,Accounts Payable,GPO Box M924,,Perth,WA,6843,Australia,08 9421 7222,0419 942 689,,accountspayable@perthmint.com;stephanie.ward@perthmint.com,,,,,,,,,,,2,,Unknown,,
 Gambier Operations,*None,,,,,,,,,,,,,,,,,,,,,,,2,,Unknown,,
 Data Mesh Group Pty Ltd ,DATA,"Level 30, Tower 2",200 Barangaroo Avenue,,,Sydney,NSW,2000,Australia,+61 431 747 277,,,guy@datameshgroup.com,,,,,,,,,,,2,,Unknown,,4-1030
 Cash Converters Pty Ltd,CCV000,Level 11,141 St Georges Terrace,,,Perth,WA,6000,Australia,0403 865 149,,,wayne.ho@cashconverters.com,,,,,,,,,,,2,,Unknown,,
 Denham Capital Australia Pty Ltd,DNM000,Level 4,682 Murray Street,,,West Perth,WA,6005,Australia,08 6216 2306,,,alex.deng@denhamcapital.com,,,,,,,,,,,2,,Unknown,,
 Stantec Australia Pty Ltd,ENG001,Ground Floor,226 Adelaide Terrace,,,Perth,WA,6000,Australia,08 6222 7171,08 6460 0300,,SAPInvoices@stantec.com;independent.contractors@stantec.com,accountspayable@stantec.com,,,,,,,,,,2,,Unknown,,
 Tonkin Gap Alliance,TGA000,68 Hasler Road,,,,Osborne Park,WA,6017,Australia,08 9200 2500,04 417 327 073,,invoices@tgalliance.com.au;mark.forster@tgalliance.com.au,,,,,,,,,,,2,,Unknown,,
 Riskom International Pty Ltd,RIS000,97 Tweeddale Road,,,,Applecross,WA,6153,Australia,08 9364 7489,,,ken@riskom.com.au,,,,,,,,,,,2,,Unknown,,
 Titan Recruitment Pty Ltd,TIT000,Level 7,216 St George Terrace,,,Perth,WA,6000,Australia,08 6467 0600,08 6467 0650-Glenn,,accounts@titanrecruitment.com.au,,,,,,,,,,,2,,Unknown,,
 Fremantle Ports,FPA000,1 Riseley Road,,,,Naval Base,WA,6165,Australia,08 9410 8387,0437 057 988,,APinvoice@fremantleports.com.au,,,,,,,,,,,2,,Unknown,,
 NGE Pty Ltd,NGE,P O Box 117,,,,Herne Hill,WA,6056,Australia,0423 875 225,,,anita@nge.net.au,,,,,,,,,,,2,,Unknown,,4-1030
 McNally Mining & Resources,MCG001,51 Alacrity Place,,,,Henderson,WA,6166,Australia,08 9437 4333,04 4814 3298,,invoices@mcnallygroup.com.au,accounts@mcnallygroup.com.au,,,,,,,,,,2,,Unknown,,
 Midas Safety International FZE,MSI000,Next to Karcher in JAFZA SOUTH ZONE,Jebel Ali,,,Dubai,,,United Arab Emirates,+1 416 447 9040,+1 647 500 9036,,zakir@midassafety.com,http://www.midassafety.com/,,,,,,,,,,2,,Unknown,,
 Zinfra Pty Ltd,ZIN000,Level 16,567 Collins Street,,,Melbourne,VIC,3000,Australia,03 9173 7000,,,accountspayable@zinfra.com.au,,,,,,,,,,,2,,Unknown,,
 Fosterville Gold Mine Pty Ltd,AGN000,McCormicks Road,,,,Fosterville,VIC,3557,Australia,03 5439 9026,0488 998 079,,FGM.Accounts@agnicoeagle.com;sue.mills@agnicoeagle.com,,,,,,,,,,,4,,Unknown,,
 Worley Power Services Pty Ltd,TPS001,PO Box 9136,,,,Traralgon,VIC,3844,Australia,03 5173 3640,0438 180 160,,SHall4@agl.com.au;AccountsPayable.WPS@Worley.com,michael.billings@worley.com;,,,,,,,,,,2,,Unknown,,
 Forwood Enterprises Pty Ltd,FOE000,9 Sandpiper Crescent,,,,Bayview Heights,QLD,4868,Australia,,,,accounts@forwoodenterprises.com;brad.wilson@forwoodsafety.com,,,,,,,,,,,2,,Unknown,,
 Monument Premium Funding,MPF,PO Box 1975,,,,North Sydney,NSW,2060,Australia,1800 664 643,1800 662 023,,,,,,,,,,,,,2,,Unknown,,
 Macit Travel,MAT000,99 Lilian Avenue,Parkmore Sandton,,,,,2196,South Africa,+011 784 1358,,,dee@macit.co.za,,,,,,,,,,,2,,Unknown,,
 Genus Infrastructure Pty Ltd,GEN000,Level 1 ,63-69 Abernethy Road,,,Belmont,WA,6104,Australia,08 9390 6999,,,ap.infra@genus.com.au;aaron.russo@genus.com.au,ap.infra@genus.com.au;accounts.payable@powerlinesplus.com.au;joshua.burke@genus.com.au,,,,,,,,,,2,,Unknown,,
 CrossBoundary Energy Management,CBE000,"2nd Floor, The Axis",26 Cybercity,,,Ebene,,72201,Mauritius,,,,loda.dedekind@crossboundary.com;CBENotices@crossboundary.com,,,,,,,,,,,2,,Unknown,,
 Metro Trains Australia Pty Ltd,MTA001,Level 16,700 Collins Street,,,Docklands,VIC,3008,Australia,0407 297 484,,,jason.westwood@metrotrainsau.com,,,,,,,,,,,2,,Unknown,,
 Sustainability At Home Pty Ltd,SAH,10 Pittwater Close,,,,Kallaroo,WA,6025,Australia,0438 415 721,,,tony.webster-smith@sustainability.net.au,,,,,,,,,,,2,,Unknown,,
 Cockatoo Island Mining Pty Ltd,COC000,"Level 2, 949-951 Wellington Street",,,,West Perth,WA,6005,Australia,08 6141 3244,,,accounts@cockatooislandmining.com.au,,,,,,,,,,,2,,Unknown,,
 Golden Spur Resources Pty Ltd,BEG000,Ground Floor,24 Qutram Street,,,West Perth,WA,6005,Australia,08 6373 9000,,,APInvoice@bellevuegold.com.au,,,,,,,,,,,2,,Unknown,,
 CHAS 2013 Ltd,CHA001,Merton Civic Centre,London Road,,,Morden,,SM4 5DX,United Kingdom,,,,registration@chas.co.uk;Alex.Minett@chas.co.uk,,,,,,,,,,,2,,Unknown,,
 CP (Hamam) Pty Ltd T/A Blue HQ,AMB001,38 Mews Road,,,,Fremantle,WA,6160,Australia,08 9335 4020,,,wmain@bluehq.com.au,dave.hunt@ambholdings.net.au,,,,,,,,,,2,,Unknown,,
 Lawfield Legal Practice,LGL000,Ground Floor,34 Colin Street,,,West Perth,WA,6005,Australia,08 6381 8870,0414 735 739,,shicks@lawfield.com.au,,,,,,,,,,,2,,Unknown,,
 Lunnon Metals Ltd,LM8000,Level 3-33 Richardson Street,,,,West Perth,WA,6005,Australia,08 6424 8848,,,eainscough@lunnonmetals.com.au,,,,,,,,,,,2,,Unknown,,
 Tattarang Pty Ltd,TAT000,171-173 Mounts Bay Road,,,,Perth ,WA,6000,Australia,,,,shorsley@tattarang.com,,,,,,,,,,,2,,Unknown,,
 Pacific Energy Pty Ltd,PEG001,110 Daddow Road,,,,Kewdale,WA,6105,Australia,0419 838 814,,,accountspayable@pacificenergy.com.au;rose.oliver@pacificenergy.com.au,jamie.cullen@pacificenergy.com.au;hannah.mcgillivray@pacificenergy.com.au,,,,,,,,,,2,,Unknown,,
 Sustainability Africa HSE (Pty) Ltd,SAH002,The Hub,Bonza Bay Road,Eastern Bay,,Eastern Cape,,,South Africa,,,,,,,,,,,,,,,2,,Unknown,,
 Armadale Line Upgrade Alliance,ALU000,Level 1,3 Craig Street ,,,Burswood,WA,6100,Australia,0407 688 710,,,accounts.payable@alualliance.com.au;Rod.ladyman@alualliance.com.au,,,,,,,,,,,2,,Unknown,,
 Duratec Limited,DUR000,108 Motivation Drive,,,,Wangara ,WA,6065,Australia,08 6206 6900,,,accounts@duratec.com.au;nicola.hulbert@duratec.com.au,,,,,,,,,,,2,,Unknown,,
 Worley Services Pty Ltd,WOR001,Level 17,141 Walker Street,,,North Sydney,NSW,2060,Australia,0404 840 541,,,AccountsPayable.WPS@worley.com;sean.kenwery@worley.com,,,Level 14,240 St Georges Terrace,,,Perth,WA,6000.0,Australia,2,,Unknown,,
 Lester Group,LEG000,Level 2,47 Stirling Highway,,,Nedlands,WA,6009,Australia,08 9423 5100,08 9243 5114-A Hull,,AHull@lestergroup.com.au,,,,,,,,,,,2,,Unknown,,
 CP Land Pty Ltd,SPG001-1,C/- Satterley Property Group,PO Box 1346,,,West Perth,WA,6872,Australia,,,,invoices@satterley.com.au,,,,,,,,,,,2,,Unknown,,
 Ellenbrook Management Pty Ltd,SPG-LWP,C/- Satterley Property Group Pty Ltd,PO Box 1346,,,West Perth,WA,6872,Australia,,,,jordanw@satterley.com.au,,,,,,,,,,,2,,Unknown,,
 Anstey Road Developments Pty Ltd,SPG-LWP1,C/- Satterley Property Group Pty Ltd,PO Box 1346,,,West Perth,WA,6872,Australia,,,,jordanw@satterley.com.au,,,,,,,,,,,2,,Unknown,,
 Everflo Australia Pty Ltd,EVA000,9 Richardson Street,,,,East Perth,WA,6005,Australia,1300 980 589,0411 887 889,,bruces@everfloaustralia.com,,,,,,,,,,,2,,Unknown,,
 LWP Wellard Pty Ltd,SPG-LWP2,C/- Satterley Property Group Pty Ltd,PO Box 1346,,,West Perth,WA,6872,Australia,,,,mitchw@satterley.com.au,,,,,,,,,,,2,,Unknown,,
 Castech Solutions,CAS,4-5 Hines Road,,,,O'Connor,WA,6163,Australia,,,,allen@castechsolutions.com.au;louise@ascend7.com,,,,,,,,,,,2,,Unknown,,
 Monadelphous Engineering Associates Pty Ltd,MON 000,Locked Bag 450,,,,Victoria Park,WA,6979,Australia,08 6323 3703,,,mglap@monadel.com.au,,,,,,,,,,,4,,Unknown,,
 Northern Corridor Developments Ltd,SPGLWP,PO Box 7568,Cloisters Square,,,West Perth,WA,6850,Australia,,,,,,,,,,,,,,,2,,Unknown,,
 Green Values Australia,GRV000,PO Box 4023,,,,Woodlands,WA,,Australia,0447 988 886,,,accounts@greenvalues.com.au,rhys@greenvalues.com.au,,,,,,,,,,2,,Unknown,,
 Australian Terminal Operations Management Pty Ltd,ATO 000,1 Mason Road,,,,Kwinana Beach,WA,6167,Australia,,,,AccountsPayable@australianterminals.com,indy.elder@australianterminals.com,,,,,,,,,,2,,Unknown,,
 Monford Group Pty Ltd,MOF000,"Level 5, 167 Eagle Street",,,,Brisbane,QLD,4000,Australia,,,,arva.l@monfordgroup.com,,,,,,,,,,,2,,Unknown,,
 HFW Australia,HFW000,Level 12,Brookfield Place- Tower 2,123 St George Terrace,,Perth,WA,6000,Australia,,,,simon.billing@hfw.com;cathrine.dillon@hfw.com,,,,,,,,,,,2,,Unknown,,
 Macro Metals Ltd,M4M000,Suite 23 513 Hay Street,,,,Subiaco,WA,6008,Australia,08 6143 6707,0439 955 490,,nicholas.marshall@macrometals.com.au,,,Level 3 25 Prowse Street,,,,West Perth,WA,6005.0,Australia,2,,Unknown,,
 Doolan's Heavy Haulage,DOO000,484 Bickley Road,,,,Maddington,WA,6109,Australia,0461 292 443,,,mike@dhhwa.com.au,,,,,,,,,,,2,,Unknown,,
